"","Experiment","Treatment","Day","Strain","Plate","Well","Reading","adjusted"
"1080",3,"27C",2,"QLD","B","7G",0.045,0.00101
"1081",3,"13C",3,"QLD","B","5B",0.046,0.00151
"1082",3,"13C",3,"QLD","B","5C",0.048,0.00351
"1083",3,"13C",3,"QLD","B","5D",0.052,0.00751
"1084",3,"13C",3,"QLD","B","5E",0.053,0.00851
"1085",3,"13C",3,"QLD","B","5F",0.048,0.00351
"1086",3,"13C",3,"QLD","B","5G",0.047,0.00251
"1087",3,"13C",3,"QLD","B","6B",0.046,0.00151
"1088",3,"13C",3,"QLD","B","6C",0.051,0.00651
"1089",3,"13C",3,"QLD","B","6D",0.048,0.00351
"1090",3,"13C",3,"QLD","B","6E",0.05,0.00551
"1091",3,"13C",3,"QLD","B","6F",0.05,0.00551
"1092",3,"13C",3,"QLD","B","6G",0.046,0.00151
"1093",3,"13C",3,"QLD","B","7B",0.047,0.00251
"1094",3,"13C",3,"QLD","B","7C",0.05,0.00551
"1095",3,"13C",3,"QLD","B","7E",0.048,0.00351
"1096",3,"13C",3,"QLD","B","7F",0.047,0.00251
"1097",3,"13C",3,"QLD","B","7G",0.048,0.00351
"1098",3,"13C",3,"QLD","C","8B",0.047,0.00251
"1099",3,"13C",3,"QLD","C","8C",0.049,0.00451
"1100",3,"13C",3,"QLD","C","8D",0.051,0.00651
"1101",3,"13C",3,"QLD","C","8E",0.05,0.00551
"1102",3,"13C",3,"QLD","C","8G",0.047,0.00251
"1103",3,"13C",3,"QLD","C","9B",0.045,0.00051
"1104",3,"13C",3,"QLD","C","9C",0.048,0.00351
"1105",3,"13C",3,"QLD","C","9D",0.048,0.00351
"1106",3,"13C",3,"QLD","C","9E",0.049,0.00451
"1107",3,"13C",3,"QLD","C","9F",0.046,0.00151
"1108",3,"13C",3,"QLD","C","9G",0.045,0.00051
"1109",3,"13C",3,"QLD","C","10B",0.045,0.00051
"1110",3,"13C",3,"QLD","C","10C",0.049,0.00451
"1111",3,"13C",3,"QLD","C","10D",0.047,0.00251
"1112",3,"13C",3,"QLD","C","10E",0.048,0.00351
"1113",3,"13C",3,"QLD","C","10F",0.047,0.00251
"1114",3,"13C",3,"QLD","C","10G",0.046,0.00151
"1115",3,"26C",3,"QLD","A","2B",0.043,0.00101
"1116",3,"26C",3,"QLD","A","2C",0.047,0.00301
"1117",3,"26C",3,"QLD","A","2D",0.046,0.00201
"1118",3,"26C",3,"QLD","A","2E",0.046,0.00201
"1119",3,"26C",3,"QLD","A","2F",0.047,0.00301
"1120",3,"26C",3,"QLD","A","2G",0.045,0.00101
"1121",3,"26C",3,"QLD","A","3B",0.045,0.00101
"1122",3,"26C",3,"QLD","A","3C",0.045,0.00101
"1123",3,"26C",3,"QLD","A","3D",0.049,0.00501
"1124",3,"26C",3,"QLD","A","3E",0.048,0.00401
"1125",3,"26C",3,"QLD","A","3F",0.047,0.00301
"1126",3,"26C",3,"QLD","A","3G",0.045,0.00101
"1127",3,"26C",3,"QLD","A","4B",0.045,0.00101
"1128",3,"26C",3,"QLD","A","4C",0.046,0.00201
"1129",3,"26C",3,"QLD","A","4D",0.046,0.00201
"1130",3,"26C",3,"QLD","A","4E",0.048,0.00401
"1131",3,"26C",3,"QLD","A","4F",0.046,0.00201
"1132",3,"26C",3,"QLD","A","4G",0.045,0.00101
"1133",3,"26C",3,"QLD","B","5B",0.045,0.00101
"1134",3,"26C",3,"QLD","B","5C",0.045,0.00101
"1135",3,"26C",3,"QLD","B","5D",0.046,0.00201
"1136",3,"26C",3,"QLD","B","5E",0.05,0.00601
"1137",3,"26C",3,"QLD","B","5F",0.045,0.00101
"1138",3,"26C",3,"QLD","B","5G",0.045,0.00101
"1139",3,"26C",3,"QLD","B","6B",0.047,0.00301
"1140",3,"26C",3,"QLD","B","6C",0.047,0.00301
"1141",3,"26C",3,"QLD","B","6D",0.045,0.00101
"1142",3,"26C",3,"QLD","B","6E",0.05,0.00601
"1143",3,"26C",3,"QLD","B","6F",0.049,0.00501
"1144",3,"26C",3,"QLD","B","6G",0.045,0.00101
"1145",3,"26C",3,"QLD","B","7B",0.046,0.00201
"1146",3,"26C",3,"QLD","B","7C",0.046,0.00201
"1147",3,"26C",3,"QLD","B","7D",0.05,0.00601
"1148",3,"26C",3,"QLD","B","7E",0.048,0.00401
"1149",3,"26C",3,"QLD","B","7F",0.046,0.00201
"1150",3,"26C",3,"QLD","B","7G",0.045,0.00101
"1151",3,"23C",3,"QLD","A","2B",0.058,0.01401
"1152",3,"23C",3,"QLD","A","2C",0.057,0.01301
"1153",3,"23C",3,"QLD","A","2D",0.06,0.01601
"1154",3,"23C",3,"QLD","A","2E",0.059,0.01501
"1155",3,"23C",3,"QLD","A","2F",0.06,0.01601
"1156",3,"23C",3,"QLD","A","2G",0.059,0.01501
"1157",3,"23C",3,"QLD","A","3B",0.059,0.01501
"1158",3,"23C",3,"QLD","A","3C",0.058,0.01401
"1159",3,"23C",3,"QLD","A","3D",0.06,0.01601
"1160",3,"23C",3,"QLD","A","3E",0.06,0.01601
"1161",3,"23C",3,"QLD","A","3F",0.06,0.01601
"1162",3,"23C",3,"QLD","A","3G",0.062,0.01801
"1163",3,"23C",3,"QLD","A","4B",0.056,0.01201
"1164",3,"23C",3,"QLD","A","4C",0.059,0.01501
"1165",3,"23C",3,"QLD","A","4D",0.06,0.01601
"1166",3,"23C",3,"QLD","A","4E",0.057,0.01301
"1167",3,"23C",3,"QLD","A","4F",0.06,0.01601
"1168",3,"23C",3,"QLD","A","4G",0.059,0.01501
"1169",3,"23C",3,"QLD","C","8B",0.058,0.01401
"1170",3,"23C",3,"QLD","C","8C",0.058,0.01401
"1171",3,"23C",3,"QLD","C","8D",0.062,0.01801
"1172",3,"23C",3,"QLD","C","8E",0.061,0.01701
"1173",3,"23C",3,"QLD","C","8F",0.058,0.01401
"1174",3,"23C",3,"QLD","C","8G",0.058,0.01401
"1175",3,"23C",3,"QLD","C","9B",0.062,0.01801
"1176",3,"23C",3,"QLD","C","9C",0.053,0.00901
"1177",3,"23C",3,"QLD","C","9D",0.059,0.01501
"1178",3,"23C",3,"QLD","C","9E",0.059,0.01501
"1179",3,"23C",3,"QLD","C","9F",0.061,0.01701
"1180",3,"23C",3,"QLD","C","9G",0.06,0.01601
"1181",3,"23C",3,"QLD","C","10B",0.062,0.01801
"1182",3,"23C",3,"QLD","C","10C",0.061,0.01701
"1183",3,"23C",3,"QLD","C","10D",0.062,0.01801
"1184",3,"23C",3,"QLD","C","10E",0.06,0.01601
"1185",3,"23C",3,"QLD","C","10F",0.062,0.01801
"1186",3,"23C",3,"QLD","C","10G",0.059,0.01501
"1187",3,"21C",3,"QLD","B","5B",0.051,0.00751
"1188",3,"21C",3,"QLD","B","5C",0.052,0.00851
"1189",3,"21C",3,"QLD","B","5D",0.053,0.00951
"1190",3,"21C",3,"QLD","B","5E",0.055,0.01151
"1191",3,"21C",3,"QLD","B","5F",0.053,0.00951
"1192",3,"21C",3,"QLD","B","5G",0.052,0.00851
"1193",3,"21C",3,"QLD","B","6B",0.056,0.01251
"1194",3,"21C",3,"QLD","B","6C",0.055,0.01151
"1195",3,"21C",3,"QLD","B","6D",0.054,0.01051
"1196",3,"21C",3,"QLD","B","6E",0.055,0.01151
"1197",3,"21C",3,"QLD","B","6F",0.054,0.01051
"1198",3,"21C",3,"QLD","B","6G",0.052,0.00851
"1199",3,"21C",3,"QLD","B","7B",0.051,0.00751
"1200",3,"21C",3,"QLD","B","7C",0.055,0.01151
"1201",3,"21C",3,"QLD","B","7D",0.054,0.01051
"1202",3,"21C",3,"QLD","B","7E",0.053,0.00951
"1203",3,"21C",3,"QLD","B","7F",0.054,0.01051
"1204",3,"21C",3,"QLD","B","7G",0.052,0.00851
"1205",3,"21C",3,"QLD","C","8B",0.047,0.00351
"1206",3,"21C",3,"QLD","C","8C",0.047,0.00351
"1207",3,"21C",3,"QLD","C","8D",0.049,0.00551
"1208",3,"21C",3,"QLD","C","8E",0.049,0.00551
"1209",3,"21C",3,"QLD","C","8F",0.047,0.00351
"1210",3,"21C",3,"QLD","C","8G",0.048,0.00451
"1211",3,"21C",3,"QLD","C","9B",0.05,0.00651000000000001
"1212",3,"21C",3,"QLD","C","9C",0.047,0.00351
"1213",3,"21C",3,"QLD","C","9D",0.047,0.00351
"1214",3,"21C",3,"QLD","C","9E",0.048,0.00451
"1215",3,"21C",3,"QLD","C","9F",0.047,0.00351
"1216",3,"21C",3,"QLD","C","9G",0.047,0.00351
"1217",3,"21C",3,"QLD","C","10B",0.048,0.00451
"1218",3,"21C",3,"QLD","C","10C",0.048,0.00451
"1219",3,"21C",3,"QLD","C","10D",0.048,0.00451
"1220",3,"21C",3,"QLD","C","10E",0.049,0.00551
"1221",3,"21C",3,"QLD","C","10F",0.049,0.00551
"1222",3,"21C",3,"QLD","C","10G",0.048,0.00451
"1223",3,"15C",3,"QLD","A","2B",0.051,0.00601
"1224",3,"15C",3,"QLD","A","2C",0.056,0.01101
"1225",3,"15C",3,"QLD","A","2D",0.051,0.00601
"1226",3,"15C",3,"QLD","A","2E",0.051,0.00601
"1227",3,"15C",3,"QLD","A","2F",0.052,0.00701
"1228",3,"15C",3,"QLD","A","2G",0.051,0.00601
"1229",3,"15C",3,"QLD","A","3B",0.051,0.00601
"1230",3,"15C",3,"QLD","A","3C",0.054,0.00901
"1231",3,"15C",3,"QLD","A","3D",0.056,0.01101
"1232",3,"15C",3,"QLD","A","3E",0.054,0.00901
"1233",3,"15C",3,"QLD","A","3F",0.055,0.01001
"1234",3,"15C",3,"QLD","A","3G",0.052,0.00701
"1235",3,"15C",3,"QLD","A","4B",0.052,0.00701
"1236",3,"15C",3,"QLD","A","4C",0.05,0.00501
"1237",3,"15C",3,"QLD","A","4D",0.056,0.01101
"1238",3,"15C",3,"QLD","A","4E",0.055,0.01001
"1239",3,"15C",3,"QLD","A","4F",0.055,0.01001
"1240",3,"15C",3,"QLD","A","4G",0.051,0.00601
"1241",3,"15C",3,"QLD","C","8B",0.046,0.00101
"1242",3,"15C",3,"QLD","C","8C",0.046,0.00101
"1243",3,"15C",3,"QLD","C","8D",0.051,0.00601
"1244",3,"15C",3,"QLD","C","8E",0.052,0.00701
"1245",3,"15C",3,"QLD","C","8F",0.047,0.00201
"1246",3,"15C",3,"QLD","C","8G",0.045,1e-05
"1247",3,"15C",3,"QLD","C","9B",0.046,0.00101
"1248",3,"15C",3,"QLD","C","9C",0.046,0.00101
"1249",3,"15C",3,"QLD","C","9D",0.048,0.00301
"1250",3,"15C",3,"QLD","C","9E",0.047,0.00201
"1251",3,"15C",3,"QLD","C","9F",0.047,0.00201
"1252",3,"15C",3,"QLD","C","9G",0.045,1e-05
"1253",3,"15C",3,"QLD","C","10B",0.047,0.00201
"1254",3,"15C",3,"QLD","C","10C",0.047,0.00201
"1255",3,"15C",3,"QLD","C","10D",0.048,0.00301
"1256",3,"15C",3,"QLD","C","10E",0.048,0.00301
"1257",3,"15C",3,"QLD","C","10F",0.046,0.00101
"1258",3,"15C",3,"QLD","C","10G",0.046,0.00101
"1259",3,"17C",3,"QLD","A","2B",0.045,0.00201
"1260",3,"17C",3,"QLD","A","2C",0.045,0.00201
"1261",3,"17C",3,"QLD","A","2D",0.046,0.00301
"1262",3,"17C",3,"QLD","A","2E",0.046,0.00301
"1263",3,"17C",3,"QLD","A","2F",0.045,0.00201
"1264",3,"17C",3,"QLD","A","2G",0.045,0.00201
"1265",3,"17C",3,"QLD","A","3B",0.044,0.00101
"1266",3,"17C",3,"QLD","A","3C",0.046,0.00301
"1267",3,"17C",3,"QLD","A","3D",0.048,0.00501
"1268",3,"17C",3,"QLD","A","3E",0.046,0.00301
"1269",3,"17C",3,"QLD","A","3F",0.047,0.00401
"1270",3,"17C",3,"QLD","A","3G",0.046,0.00301
"1271",3,"17C",3,"QLD","A","4B",0.045,0.00201
"1272",3,"17C",3,"QLD","A","4C",0.046,0.00301
"1273",3,"17C",3,"QLD","A","4D",0.047,0.00401
"1274",3,"17C",3,"QLD","A","4E",0.047,0.00401
"1275",3,"17C",3,"QLD","A","4F",0.045,0.00201
"1276",3,"17C",3,"QLD","A","4G",0.046,0.00301
"1277",3,"17C",3,"QLD","B","5B",0.044,0.00101
"1278",3,"17C",3,"QLD","B","5C",0.047,0.00401
"1279",3,"17C",3,"QLD","B","5D",0.049,0.00601
"1280",3,"17C",3,"QLD","B","5E",0.049,0.00601
"1281",3,"17C",3,"QLD","B","5F",0.047,0.00401
"1282",3,"17C",3,"QLD","B","5G",0.046,0.00301
"1283",3,"17C",3,"QLD","B","6B",0.045,0.00201
"1284",3,"17C",3,"QLD","B","6C",0.047,0.00401
"1285",3,"17C",3,"QLD","B","6D",0.046,0.00301
"1286",3,"17C",3,"QLD","B","6E",0.049,0.00601
"1287",3,"17C",3,"QLD","B","6F",0.048,0.00501
"1288",3,"17C",3,"QLD","B","6G",0.045,0.00201
"1289",3,"17C",3,"QLD","B","7B",0.046,0.00301
"1290",3,"17C",3,"QLD","B","7C",0.046,0.00301
"1291",3,"17C",3,"QLD","B","7D",0.048,0.00501
"1292",3,"17C",3,"QLD","B","7E",0.048,0.00501
"1293",3,"17C",3,"QLD","B","7F",0.047,0.00401
"1294",3,"17C",3,"QLD","B","7G",0.046,0.00301
"1295",3,"19C",3,"QLD","B","5B",0.046,0.00201
"1296",3,"19C",3,"QLD","B","5C",0.047,0.00301
"1297",3,"19C",3,"QLD","B","5D",0.048,0.00401
"1298",3,"19C",3,"QLD","B","5E",0.049,0.00501
"1299",3,"19C",3,"QLD","B","5F",0.048,0.00401
"1300",3,"19C",3,"QLD","B","5G",0.047,0.00301
"1301",3,"19C",3,"QLD","B","6B",0.046,0.00201
"1302",3,"19C",3,"QLD","B","6C",0.046,0.00201
"1303",3,"19C",3,"QLD","B","6D",0.047,0.00301
"1304",3,"19C",3,"QLD","B","6E",0.048,0.00401
"1305",3,"19C",3,"QLD","B","6F",0.049,0.00501
"1306",3,"19C",3,"QLD","B","6G",0.046,0.00201
"1307",3,"19C",3,"QLD","B","7B",0.046,0.00201
"1308",3,"19C",3,"QLD","B","7C",0.047,0.00301
"1309",3,"19C",3,"QLD","B","7D",0.048,0.00401
"1310",3,"19C",3,"QLD","B","7E",0.049,0.00501
"1311",3,"19C",3,"QLD","B","7F",0.05,0.00601
"1312",3,"19C",3,"QLD","B","7G",0.046,0.00201
"1313",3,"19C",3,"QLD","C","8B",0.047,0.00301
"1314",3,"19C",3,"QLD","C","8C",0.048,0.00401
"1315",3,"19C",3,"QLD","C","8D",0.05,0.00601
"1316",3,"19C",3,"QLD","C","8E",0.049,0.00501
"1317",3,"19C",3,"QLD","C","8F",0.048,0.00401
"1318",3,"19C",3,"QLD","C","8G",0.049,0.00501
"1319",3,"19C",3,"QLD","C","9B",0.047,0.00301
"1320",3,"19C",3,"QLD","C","9C",0.047,0.00301
"1321",3,"19C",3,"QLD","C","9D",0.048,0.00401
"1322",3,"19C",3,"QLD","C","9E",0.048,0.00401
"1323",3,"19C",3,"QLD","C","9F",0.047,0.00301
"1324",3,"19C",3,"QLD","C","9G",0.049,0.00501
"1325",3,"19C",3,"QLD","C","10B",0.047,0.00301
"1326",3,"19C",3,"QLD","C","10C",0.049,0.00501
"1327",3,"19C",3,"QLD","C","10D",0.05,0.00601
"1328",3,"19C",3,"QLD","C","10E",0.049,0.00501
"1329",3,"19C",3,"QLD","C","10F",0.049,0.00501
"1330",3,"19C",3,"QLD","C","10G",0.049,0.00501
"1331",3,"25C",3,"QLD","C","8B",0.05,0.00551
"1332",3,"25C",3,"QLD","C","8C",0.049,0.00451
"1333",3,"25C",3,"QLD","C","8D",0.053,0.00851
"1334",3,"25C",3,"QLD","C","8E",0.05,0.00551
"1335",3,"25C",3,"QLD","C","8F",0.05,0.00551
"1336",3,"25C",3,"QLD","C","8G",0.047,0.00251
"1337",3,"25C",3,"QLD","C","9B",0.047,0.00251
"1338",3,"25C",3,"QLD","C","9C",0.049,0.00451
"1339",3,"25C",3,"QLD","C","9D",0.05,0.00551
"1340",3,"25C",3,"QLD","C","9E",0.05,0.00551
"1341",3,"25C",3,"QLD","C","9F",0.048,0.00351
"1342",3,"25C",3,"QLD","C","9G",0.047,0.00251
"1343",3,"25C",3,"QLD","C","10B",0.049,0.00451
"1344",3,"25C",3,"QLD","C","10C",0.049,0.00451
"1345",3,"25C",3,"QLD","C","10D",0.05,0.00551
"1346",3,"25C",3,"QLD","C","10E",0.049,0.00451
"1347",3,"25C",3,"QLD","C","10F",0.049,0.00451
"1348",3,"25C",3,"QLD","C","10G",0.048,0.00351
"1349",3,"28C",3,"QLD","A","2B",0.042,0.00301
"1350",3,"28C",3,"QLD","A","2C",0.043,0.00201
"1351",3,"28C",3,"QLD","A","2D",0.044,0.00101
"1352",3,"28C",3,"QLD","A","2E",0.045,1e-05
"1353",3,"28C",3,"QLD","A","2F",0.044,0.00101
"1354",3,"28C",3,"QLD","A","2G",0.045,1e-05
"1355",3,"28C",3,"QLD","A","3B",0.041,0.00401
"1356",3,"28C",3,"QLD","A","3C",0.044,0.00101
"1357",3,"28C",3,"QLD","A","3D",0.045,1e-05
"1358",3,"28C",3,"QLD","A","3E",0.046,0.00101
"1359",3,"28C",3,"QLD","A","3F",0.047,0.00201
"1360",3,"28C",3,"QLD","A","3G",0.044,0.00101
"1361",3,"28C",3,"QLD","A","4B",0.043,0.00201
"1362",3,"28C",3,"QLD","A","4C",0.043,0.00201
"1363",3,"28C",3,"QLD","A","4D",0.045,1e-05
"1364",3,"28C",3,"QLD","A","4E",0.045,1e-05
"1365",3,"28C",3,"QLD","A","4F",0.045,1e-05
"1366",3,"28C",3,"QLD","A","4G",0.044,0.00101
"1367",3,"28C",3,"QLD","C","8B",0.043,0.00201
"1368",3,"28C",3,"QLD","C","8C",0.044,0.00101
"1369",3,"28C",3,"QLD","C","8D",0.047,0.00201
"1370",3,"28C",3,"QLD","C","8E",0.045,1e-05
"1371",3,"28C",3,"QLD","C","8F",0.046,0.00101
"1372",3,"28C",3,"QLD","C","8G",0.044,0.00101
"1373",3,"28C",3,"QLD","C","9B",0.043,0.00201
"1374",3,"28C",3,"QLD","C","9C",0.044,0.00101
"1375",3,"28C",3,"QLD","C","9D",0.044,0.00101
"1376",3,"28C",3,"QLD","C","9E",0.044,0.00101
"1377",3,"28C",3,"QLD","C","9F",0.046,0.00101
"1378",3,"28C",3,"QLD","C","9G",0.043,0.00201
"1379",3,"28C",3,"QLD","C","10B",0.043,0.00201
"1380",3,"28C",3,"QLD","C","10C",0.044,0.00101
"1381",3,"28C",3,"QLD","C","10D",0.045,1e-05
"1382",3,"28C",3,"QLD","C","10E",0.045,1e-05
"1383",3,"28C",3,"QLD","C","10F",0.045,1e-05
"1384",3,"28C",3,"QLD","C","10G",0.043,0.00201
"1385",3,"27C",3,"QLD","A","2B",0.044,1e-05
"1386",3,"27C",3,"QLD","A","2C",0.047,0.00301
"1387",3,"27C",3,"QLD","A","2D",0.045,0.00101
"1388",3,"27C",3,"QLD","A","2E",0.046,0.00201
"1389",3,"27C",3,"QLD","A","2F",0.044,1e-05
"1390",3,"27C",3,"QLD","A","2G",0.045,0.00101
"1391",3,"27C",3,"QLD","A","3B",0.044,1e-05
"1392",3,"27C",3,"QLD","A","3C",0.045,0.00101
"1393",3,"27C",3,"QLD","A","3D",0.046,0.00201
"1394",3,"27C",3,"QLD","A","3E",0.045,0.00101
"1395",3,"27C",3,"QLD","A","3F",0.045,0.00101
"1396",3,"27C",3,"QLD","A","3G",0.044,1e-05
"1397",3,"27C",3,"QLD","A","4B",0.044,1e-05
"1398",3,"27C",3,"QLD","A","4C",0.045,0.00101
"1399",3,"27C",3,"QLD","A","4D",0.046,0.00201
"1400",3,"27C",3,"QLD","A","4E",0.045,0.00101
"1401",3,"27C",3,"QLD","A","4F",0.045,0.00101
"1402",3,"27C",3,"QLD","A","4G",0.043,0.00101
"1403",3,"27C",3,"QLD","B","5B",0.043,0.00101
"1404",3,"27C",3,"QLD","B","5C",0.046,0.00201
"1405",3,"27C",3,"QLD","B","5D",0.047,0.00301
"1406",3,"27C",3,"QLD","B","5E",0.052,0.00801
"1407",3,"27C",3,"QLD","B","5F",0.046,0.00201
"1408",3,"27C",3,"QLD","B","5G",0.043,0.00101
"1409",3,"27C",3,"QLD","B","6B",0.044,1e-05
"1410",3,"27C",3,"QLD","B","6C",0.048,0.00401
"1411",3,"27C",3,"QLD","B","6D",0.048,0.00401
"1412",3,"27C",3,"QLD","B","6E",0.05,0.00601
"1413",3,"27C",3,"QLD","B","6F",0.046,0.00201
"1414",3,"27C",3,"QLD","B","6G",0.044,1e-05
"1415",3,"27C",3,"QLD","B","7B",0.045,0.00101
"1416",3,"27C",3,"QLD","B","7C",0.045,0.00101
"1417",3,"27C",3,"QLD","B","7D",0.049,0.00501
"1418",3,"27C",3,"QLD","B","7E",0.045,0.00101
"1419",3,"27C",3,"QLD","B","7F",0.048,0.00401
"1420",3,"27C",3,"QLD","B","7G",0.045,0.00101
"1421",3,"13C",4,"QLD","B","5B",0.049,0.00401
"1422",3,"13C",4,"QLD","B","5C",0.051,0.00601
"1423",3,"13C",4,"QLD","B","5D",0.053,0.00801
"1424",3,"13C",4,"QLD","B","5E",0.057,0.01201
"1425",3,"13C",4,"QLD","B","5F",0.058,0.01301
"1426",3,"13C",4,"QLD","B","5G",0.052,0.00701
"1427",3,"13C",4,"QLD","B","6B",0.05,0.00501
"1428",3,"13C",4,"QLD","B","6C",0.053,0.00801
"1429",3,"13C",4,"QLD","B","6D",0.051,0.00601
"1430",3,"13C",4,"QLD","B","6E",0.052,0.00701
"1431",3,"13C",4,"QLD","B","6F",0.053,0.00801
"1432",3,"13C",4,"QLD","B","6G",0.05,0.00501
"1433",3,"13C",4,"QLD","B","7B",0.05,0.00501
"1434",3,"13C",4,"QLD","B","7C",0.052,0.00701
"1435",3,"13C",4,"QLD","B","7E",0.051,0.00601
"1436",3,"13C",4,"QLD","B","7F",0.051,0.00601
"1437",3,"13C",4,"QLD","B","7G",0.05,0.00501
"1438",3,"13C",4,"QLD","C","8B",0.05,0.00501
"1439",3,"13C",4,"QLD","C","8C",0.05,0.00501
"1440",3,"13C",4,"QLD","C","8D",0.051,0.00601
"1441",3,"13C",4,"QLD","C","8E",0.051,0.00601
"1442",3,"13C",4,"QLD","C","8G",0.048,0.00301
"1443",3,"13C",4,"QLD","C","9B",0.048,0.00301
"1444",3,"13C",4,"QLD","C","9C",0.049,0.00401
"1445",3,"13C",4,"QLD","C","9D",0.049,0.00401
"1446",3,"13C",4,"QLD","C","9E",0.05,0.00501
"1447",3,"13C",4,"QLD","C","9F",0.048,0.00301
"1448",3,"13C",4,"QLD","C","9G",0.048,0.00301
"1449",3,"13C",4,"QLD","C","10B",0.048,0.00301
"1450",3,"13C",4,"QLD","C","10C",0.05,0.00501
"1451",3,"13C",4,"QLD","C","10D",0.048,0.00301
"1452",3,"13C",4,"QLD","C","10E",0.049,0.00401
"1453",3,"13C",4,"QLD","C","10F",0.049,0.00401
"1454",3,"13C",4,"QLD","C","10G",0.049,0.00401
"1455",3,"26C",4,"QLD","A","2B",0.044,0.00051
"1456",3,"26C",4,"QLD","A","2C",0.049,0.00451
"1457",3,"26C",4,"QLD","A","2D",0.049,0.00451
"1458",3,"26C",4,"QLD","A","2E",0.048,0.00351
"1459",3,"26C",4,"QLD","A","2F",0.049,0.00451
"1460",3,"26C",4,"QLD","A","2G",0.047,0.00251
"1461",3,"26C",4,"QLD","A","3B",0.048,0.00351
"1462",3,"26C",4,"QLD","A","3C",0.047,0.00251
"1463",3,"26C",4,"QLD","A","3D",0.052,0.00751
"1464",3,"26C",4,"QLD","A","3E",0.05,0.00551
"1465",3,"26C",4,"QLD","A","3F",0.05,0.00551
"1466",3,"26C",4,"QLD","A","3G",0.048,0.00351
"1467",3,"26C",4,"QLD","A","4B",0.047,0.00251
"1468",3,"26C",4,"QLD","A","4C",0.047,0.00251
"1469",3,"26C",4,"QLD","A","4D",0.048,0.00351
"1470",3,"26C",4,"QLD","A","4E",0.05,0.00551
"1471",3,"26C",4,"QLD","A","4F",0.05,0.00551
"1472",3,"26C",4,"QLD","A","4G",0.048,0.00351
"1473",3,"26C",4,"QLD","B","5B",0.047,0.00251
"1474",3,"26C",4,"QLD","B","5C",0.046,0.00151
"1475",3,"26C",4,"QLD","B","5D",0.046,0.00151
"1476",3,"26C",4,"QLD","B","5E",0.052,0.00751
"1477",3,"26C",4,"QLD","B","5F",0.047,0.00251
"1478",3,"26C",4,"QLD","B","5G",0.045,0.00051
"1479",3,"26C",4,"QLD","B","6B",0.048,0.00351
"1480",3,"26C",4,"QLD","B","6C",0.047,0.00251
"1481",3,"26C",4,"QLD","B","6D",0.046,0.00151
"1482",3,"26C",4,"QLD","B","6E",0.049,0.00451
"1483",3,"26C",4,"QLD","B","6F",0.05,0.00551
"1484",3,"26C",4,"QLD","B","6G",0.046,0.00151
"1485",3,"26C",4,"QLD","B","7B",0.047,0.00251
"1486",3,"26C",4,"QLD","B","7C",0.047,0.00251
"1487",3,"26C",4,"QLD","B","7D",0.049,0.00451
"1488",3,"26C",4,"QLD","B","7E",0.048,0.00351
"1489",3,"26C",4,"QLD","B","7F",0.046,0.00151
"1490",3,"26C",4,"QLD","B","7G",0.046,0.00151
"1491",3,"23C",4,"QLD","A","2B",0.069,0.02401
"1492",3,"23C",4,"QLD","A","2C",0.07,0.02501
"1493",3,"23C",4,"QLD","A","2D",0.071,0.02601
"1494",3,"23C",4,"QLD","A","2E",0.074,0.02901
"1495",3,"23C",4,"QLD","A","2F",0.074,0.02901
"1496",3,"23C",4,"QLD","A","2G",0.071,0.02601
"1497",3,"23C",4,"QLD","A","3B",0.072,0.02701
"1498",3,"23C",4,"QLD","A","3C",0.071,0.02601
"1499",3,"23C",4,"QLD","A","3D",0.073,0.02801
"1500",3,"23C",4,"QLD","A","3F",0.073,0.02801
"1501",3,"23C",4,"QLD","A","3G",0.075,0.03001
"1502",3,"23C",4,"QLD","A","4B",0.069,0.02401
"1503",3,"23C",4,"QLD","A","4C",0.071,0.02601
"1504",3,"23C",4,"QLD","A","4D",0.069,0.02401
"1505",3,"23C",4,"QLD","A","4E",0.069,0.02401
"1506",3,"23C",4,"QLD","A","4F",0.073,0.02801
"1507",3,"23C",4,"QLD","A","4G",0.07,0.02501
"1508",3,"23C",4,"QLD","C","8B",0.07,0.02501
"1509",3,"23C",4,"QLD","C","8C",0.068,0.02301
"1510",3,"23C",4,"QLD","C","8D",0.073,0.02801
"1511",3,"23C",4,"QLD","C","8E",0.075,0.03001
"1512",3,"23C",4,"QLD","C","8F",0.069,0.02401
"1513",3,"23C",4,"QLD","C","8G",0.068,0.02301
"1514",3,"23C",4,"QLD","C","9B",0.073,0.02801
"1515",3,"23C",4,"QLD","C","9C",0.063,0.01801
"1516",3,"23C",4,"QLD","C","9D",0.072,0.02701
"1517",3,"23C",4,"QLD","C","9E",0.069,0.02401
"1518",3,"23C",4,"QLD","C","9G",0.072,0.02701
"1519",3,"23C",4,"QLD","C","10B",0.073,0.02801
"1520",3,"23C",4,"QLD","C","10C",0.074,0.02901
"1521",3,"23C",4,"QLD","C","10D",0.072,0.02701
"1522",3,"23C",4,"QLD","C","10E",0.07,0.02501
"1523",3,"23C",4,"QLD","C","10F",0.069,0.02401
"1524",3,"23C",4,"QLD","C","10G",0.068,0.02301
"1525",3,"21C",4,"QLD","B","5B",0.07,0.02601
"1526",3,"21C",4,"QLD","B","5C",0.07,0.02601
"1527",3,"21C",4,"QLD","B","5D",0.07,0.02601
"1528",3,"21C",4,"QLD","B","5E",0.073,0.02901
"1529",3,"21C",4,"QLD","B","5F",0.071,0.02701
