"","Experiment","Treatment","Day","Strain","Plate","Well","Reading","adjusted"
"2351",3,"28C",6,"QLD","C","9G",0.045,0.00051
"2352",3,"28C",6,"QLD","C","10B",0.046,0.00051
"2353",3,"28C",6,"QLD","C","10C",0.049,0.00351
"2354",3,"28C",6,"QLD","C","10D",0.049,0.00351
"2355",3,"28C",6,"QLD","C","10E",0.047,0.00151
"2356",3,"28C",6,"QLD","C","10F",0.048,0.00251
"2357",3,"28C",6,"QLD","C","10G",0.045,0.00051
"2358",3,"27C",6,"QLD","A","2B",0.049,0.00351
"2359",3,"27C",6,"QLD","A","2C",0.052,0.00651
"2360",3,"27C",6,"QLD","A","2D",0.053,0.00751
"2361",3,"27C",6,"QLD","A","2E",0.052,0.00651
"2362",3,"27C",6,"QLD","A","2F",0.051,0.00551
"2363",3,"27C",6,"QLD","A","2G",0.05,0.00451
"2364",3,"27C",6,"QLD","A","3B",0.052,0.00651
"2365",3,"27C",6,"QLD","A","3C",0.054,0.00851
"2366",3,"27C",6,"QLD","A","3D",0.054,0.00851
"2367",3,"27C",6,"QLD","A","3E",0.05,0.00451
"2368",3,"27C",6,"QLD","A","3F",0.051,0.00551
"2369",3,"27C",6,"QLD","A","3G",0.05,0.00451
"2370",3,"27C",6,"QLD","A","4B",0.05,0.00451
"2371",3,"27C",6,"QLD","A","4C",0.05,0.00451
"2372",3,"27C",6,"QLD","A","4D",0.051,0.00551
"2373",3,"27C",6,"QLD","A","4E",0.051,0.00551
"2374",3,"27C",6,"QLD","A","4F",0.052,0.00651
"2375",3,"27C",6,"QLD","A","4G",0.052,0.00651
"2376",3,"27C",6,"QLD","B","5B",0.05,0.00451
"2377",3,"27C",6,"QLD","B","5C",0.052,0.00651
"2378",3,"27C",6,"QLD","B","5D",0.052,0.00651
"2379",3,"27C",6,"QLD","B","5E",0.053,0.00751
"2380",3,"27C",6,"QLD","B","5F",0.053,0.00751
"2381",3,"27C",6,"QLD","B","5G",0.05,0.00451
"2382",3,"27C",6,"QLD","B","6B",0.054,0.00851
"2383",3,"27C",6,"QLD","B","6C",0.054,0.00851
"2384",3,"27C",6,"QLD","B","6D",0.054,0.00851
"2385",3,"27C",6,"QLD","B","6E",0.056,0.01051
"2386",3,"27C",6,"QLD","B","6F",0.051,0.00551
"2387",3,"27C",6,"QLD","B","6G",0.048,0.00251
"2388",3,"27C",6,"QLD","B","7B",0.052,0.00651
"2389",3,"27C",6,"QLD","B","7C",0.051,0.00551
"2390",3,"27C",6,"QLD","B","7D",0.056,0.01051
"2391",3,"27C",6,"QLD","B","7E",0.05,0.00451
"2392",3,"27C",6,"QLD","B","7F",0.049,0.00351
"2393",3,"27C",6,"QLD","B","7G",0.051,0.00551
"2394",3,"13C",7,"QLD","B","5B",0.072,0.02801
"2395",3,"13C",7,"QLD","B","5C",0.073,0.02901
"2396",3,"13C",7,"QLD","B","5D",0.075,0.03101
"2397",3,"13C",7,"QLD","B","5E",0.079,0.03501
"2398",3,"13C",7,"QLD","B","5G",0.077,0.03301
"2399",3,"13C",7,"QLD","B","6B",0.073,0.02901
"2400",3,"13C",7,"QLD","B","6D",0.073,0.02901
"2401",3,"13C",7,"QLD","B","6E",0.073,0.02901
"2402",3,"13C",7,"QLD","B","6F",0.075,0.03101
"2403",3,"13C",7,"QLD","B","6G",0.073,0.02901
"2404",3,"13C",7,"QLD","B","7B",0.07,0.02601
"2405",3,"13C",7,"QLD","B","7C",0.073,0.02901
"2406",3,"13C",7,"QLD","B","7E",0.07,0.02601
"2407",3,"13C",7,"QLD","B","7F",0.069,0.02501
"2408",3,"13C",7,"QLD","B","7G",0.074,0.03001
"2409",3,"13C",7,"QLD","C","8B",0.073,0.02901
"2410",3,"13C",7,"QLD","C","8C",0.066,0.02201
"2411",3,"13C",7,"QLD","C","8D",0.069,0.02501
"2412",3,"13C",7,"QLD","C","8E",0.068,0.02401
"2413",3,"13C",7,"QLD","C","8G",0.065,0.02101
"2414",3,"13C",7,"QLD","C","9B",0.065,0.02101
"2415",3,"13C",7,"QLD","C","9C",0.066,0.02201
"2416",3,"13C",7,"QLD","C","9D",0.068,0.02401
"2417",3,"13C",7,"QLD","C","9E",0.072,0.02801
"2418",3,"13C",7,"QLD","C","9F",0.066,0.02201
"2419",3,"13C",7,"QLD","C","9G",0.067,0.02301
"2420",3,"13C",7,"QLD","C","10B",0.066,0.02201
"2421",3,"13C",7,"QLD","C","10C",0.069,0.02501
"2422",3,"13C",7,"QLD","C","10D",0.067,0.02301
"2423",3,"13C",7,"QLD","C","10E",0.073,0.02901
"2424",3,"13C",7,"QLD","C","10G",0.069,0.02501
"2425",3,"26C",7,"QLD","A","2B",0.053,0.00701
"2426",3,"26C",7,"QLD","A","2C",0.06,0.01401
"2427",3,"26C",7,"QLD","A","2D",0.06,0.01401
"2428",3,"26C",7,"QLD","A","2E",0.061,0.01501
"2429",3,"26C",7,"QLD","A","2F",0.062,0.01601
"2430",3,"26C",7,"QLD","A","2G",0.061,0.01501
"2431",3,"26C",7,"QLD","A","3B",0.065,0.01901
"2432",3,"26C",7,"QLD","A","3E",0.062,0.01601
"2433",3,"26C",7,"QLD","A","3F",0.066,0.02001
"2434",3,"26C",7,"QLD","A","3G",0.063,0.01701
"2435",3,"26C",7,"QLD","A","4B",0.064,0.01801
"2436",3,"26C",7,"QLD","A","4C",0.061,0.01501
"2437",3,"26C",7,"QLD","A","4D",0.061,0.01501
"2438",3,"26C",7,"QLD","A","4E",0.063,0.01701
"2439",3,"26C",7,"QLD","A","4F",0.065,0.01901
"2440",3,"26C",7,"QLD","A","4G",0.061,0.01501
"2441",3,"26C",7,"QLD","B","5B",0.053,0.00701
"2442",3,"26C",7,"QLD","B","5C",0.053,0.00701
"2443",3,"26C",7,"QLD","B","5D",0.051,0.00501
"2444",3,"26C",7,"QLD","B","5F",0.052,0.00601
"2445",3,"26C",7,"QLD","B","5G",0.055,0.00901
"2446",3,"26C",7,"QLD","B","6B",0.054,0.00801
"2447",3,"26C",7,"QLD","B","6D",0.052,0.00601
"2448",3,"26C",7,"QLD","B","6E",0.057,0.01101
"2449",3,"26C",7,"QLD","B","6F",0.058,0.01201
"2450",3,"26C",7,"QLD","B","6G",0.055,0.00901
"2451",3,"26C",7,"QLD","B","7B",0.053,0.00701
"2452",3,"26C",7,"QLD","B","7C",0.055,0.00901
"2453",3,"26C",7,"QLD","B","7D",0.056,0.01001
"2454",3,"26C",7,"QLD","B","7E",0.055,0.00901
"2455",3,"26C",7,"QLD","B","7F",0.053,0.00701
"2456",3,"26C",7,"QLD","B","7G",0.055,0.00901
"2457",3,"23C",7,"QLD","A","2B",0.141,0.09401
"2458",3,"23C",7,"QLD","A","2C",0.148,0.10101
"2459",3,"23C",7,"QLD","A","2D",0.147,0.10001
"2460",3,"23C",7,"QLD","A","2E",0.146,0.09901
"2461",3,"23C",7,"QLD","A","2F",0.155,0.10801
"2462",3,"23C",7,"QLD","A","2G",0.148,0.10101
"2463",3,"23C",7,"QLD","A","3B",0.15,0.10301
"2464",3,"23C",7,"QLD","A","3C",0.144,0.09701
"2465",3,"23C",7,"QLD","A","3F",0.145,0.09801
"2466",3,"23C",7,"QLD","A","3G",0.151,0.10401
"2467",3,"23C",7,"QLD","A","4B",0.14,0.09301
"2468",3,"23C",7,"QLD","A","4C",0.133,0.08601
"2469",3,"23C",7,"QLD","A","4D",0.135,0.08801
"2470",3,"23C",7,"QLD","A","4F",0.135,0.08801
"2471",3,"23C",7,"QLD","A","4G",0.133,0.08601
"2472",3,"23C",7,"QLD","C","8B",0.132,0.08501
"2473",3,"23C",7,"QLD","C","8C",0.129,0.08201
"2474",3,"23C",7,"QLD","C","8D",0.131,0.08401
"2475",3,"23C",7,"QLD","C","8E",0.132,0.08501
"2476",3,"23C",7,"QLD","C","8F",0.13,0.08301
"2477",3,"23C",7,"QLD","C","8G",0.132,0.08501
"2478",3,"23C",7,"QLD","C","9B",0.139,0.09201
"2479",3,"23C",7,"QLD","C","9C",0.13,0.08301
"2480",3,"23C",7,"QLD","C","9D",0.133,0.08601
"2481",3,"23C",7,"QLD","C","9G",0.135,0.08801
"2482",3,"23C",7,"QLD","C","10B",0.14,0.09301
"2483",3,"23C",7,"QLD","C","10C",0.136,0.08901
"2484",3,"23C",7,"QLD","C","10D",0.136,0.08901
"2485",3,"23C",7,"QLD","C","10F",0.132,0.08501
"2486",3,"23C",7,"QLD","C","10G",0.136,0.08901
"2487",3,"21C",7,"QLD","B","5B",0.135,0.09101
"2488",3,"21C",7,"QLD","B","5C",0.131,0.08701
"2489",3,"21C",7,"QLD","B","5E",0.139,0.09501
"2490",3,"21C",7,"QLD","B","5F",0.131,0.08701
"2491",3,"21C",7,"QLD","B","5G",0.133,0.08901
"2492",3,"21C",7,"QLD","B","6B",0.139,0.09501
"2493",3,"21C",7,"QLD","B","6D",0.137,0.09301
"2494",3,"21C",7,"QLD","B","6F",0.132,0.08801
"2495",3,"21C",7,"QLD","B","6G",0.132,0.08801
"2496",3,"21C",7,"QLD","B","7B",0.131,0.08701
"2497",3,"21C",7,"QLD","B","7C",0.137,0.09301
"2498",3,"21C",7,"QLD","B","7D",0.13,0.08601
"2499",3,"21C",7,"QLD","B","7E",0.128,0.08401
"2500",3,"21C",7,"QLD","B","7F",0.131,0.08701
"2501",3,"21C",7,"QLD","B","7G",0.13,0.08601
"2502",3,"21C",7,"QLD","C","8B",0.136,0.09201
"2503",3,"21C",7,"QLD","C","8E",0.122,0.07801
"2504",3,"21C",7,"QLD","C","8F",0.121,0.07701
"2505",3,"21C",7,"QLD","C","8G",0.135,0.09101
"2506",3,"21C",7,"QLD","C","9B",0.139,0.09501
"2507",3,"21C",7,"QLD","C","9C",0.127,0.08301
"2508",3,"21C",7,"QLD","C","9D",0.128,0.08401
"2509",3,"21C",7,"QLD","C","9E",0.124,0.08001
"2510",3,"21C",7,"QLD","C","9G",0.133,0.08901
"2511",3,"21C",7,"QLD","C","10B",0.129,0.08501
"2512",3,"21C",7,"QLD","C","10C",0.134,0.09001
"2513",3,"21C",7,"QLD","C","10D",0.128,0.08401
"2514",3,"21C",7,"QLD","C","10E",0.134,0.09001
"2515",3,"21C",7,"QLD","C","10F",0.138,0.09401
"2516",3,"21C",7,"QLD","C","10G",0.142,0.09801
"2517",3,"15C",7,"QLD","A","2B",0.125,0.07701
"2518",3,"15C",7,"QLD","A","2C",0.122,0.07401
"2519",3,"15C",7,"QLD","A","2D",0.119,0.07101
"2520",3,"15C",7,"QLD","A","2E",0.11,0.06201
"2521",3,"15C",7,"QLD","A","2F",0.118,0.07001
"2522",3,"15C",7,"QLD","A","2G",0.118,0.07001
"2523",3,"15C",7,"QLD","A","3B",0.124,0.07601
"2524",3,"15C",7,"QLD","A","3D",0.126,0.07801
"2525",3,"15C",7,"QLD","A","3E",0.121,0.07301
"2526",3,"15C",7,"QLD","A","3F",0.124,0.07601
"2527",3,"15C",7,"QLD","A","3G",0.129,0.08101
"2528",3,"15C",7,"QLD","A","4B",0.123,0.07501
"2529",3,"15C",7,"QLD","A","4C",0.113,0.06501
"2530",3,"15C",7,"QLD","A","4E",0.123,0.07501
"2531",3,"15C",7,"QLD","A","4G",0.126,0.07801
"2532",3,"15C",7,"QLD","C","8B",0.115,0.06701
"2533",3,"15C",7,"QLD","C","8C",0.109,0.06101
"2534",3,"15C",7,"QLD","C","8F",0.112,0.06401
"2535",3,"15C",7,"QLD","C","8G",0.108,0.06001
"2536",3,"15C",7,"QLD","C","9B",0.12,0.07201
"2537",3,"15C",7,"QLD","C","9D",0.111,0.06301
"2538",3,"15C",7,"QLD","C","9E",0.113,0.06501
"2539",3,"15C",7,"QLD","C","9F",0.116,0.06801
"2540",3,"15C",7,"QLD","C","9G",0.118,0.07001
"2541",3,"15C",7,"QLD","C","10B",0.129,0.08101
"2542",3,"15C",7,"QLD","C","10C",0.124,0.07601
"2543",3,"15C",7,"QLD","C","10D",0.115,0.06701
"2544",3,"15C",7,"QLD","C","10E",0.118,0.07001
"2545",3,"15C",7,"QLD","C","10F",0.126,0.07801
"2546",3,"15C",7,"QLD","C","10G",0.125,0.07701
"2547",3,"17C",7,"QLD","A","2B",0.13,0.08401
"2548",3,"17C",7,"QLD","A","2C",0.127,0.08101
"2549",3,"17C",7,"QLD","A","2D",0.128,0.08201
"2550",3,"17C",7,"QLD","A","2E",0.13,0.08401
"2551",3,"17C",7,"QLD","A","2F",0.125,0.07901
"2552",3,"17C",7,"QLD","A","2G",0.13,0.08401
"2553",3,"17C",7,"QLD","A","3B",0.121,0.07501
"2554",3,"17C",7,"QLD","A","3C",0.13,0.08401
"2555",3,"17C",7,"QLD","A","3D",0.125,0.07901
"2556",3,"17C",7,"QLD","A","3E",0.125,0.07901
"2557",3,"17C",7,"QLD","A","3G",0.124,0.07801
"2558",3,"17C",7,"QLD","A","4B",0.121,0.07501
"2559",3,"17C",7,"QLD","A","4C",0.123,0.07701
"2560",3,"17C",7,"QLD","A","4E",0.121,0.07501
"2561",3,"17C",7,"QLD","A","4G",0.128,0.08201
"2562",3,"17C",7,"QLD","B","5B",0.122,0.07601
"2563",3,"17C",7,"QLD","B","5C",0.125,0.07901
"2564",3,"17C",7,"QLD","B","5E",0.129,0.08301
"2565",3,"17C",7,"QLD","B","5F",0.126,0.08001
"2566",3,"17C",7,"QLD","B","5G",0.129,0.08301
"2567",3,"17C",7,"QLD","B","6B",0.126,0.08001
"2568",3,"17C",7,"QLD","B","6C",0.122,0.07601
"2569",3,"17C",7,"QLD","B","6D",0.118,0.07201
"2570",3,"17C",7,"QLD","B","6F",0.192,0.14601
"2571",3,"17C",7,"QLD","B","6G",0.129,0.08301
"2572",3,"17C",7,"QLD","B","7B",0.122,0.07601
"2573",3,"17C",7,"QLD","B","7C",0.119,0.07301
"2574",3,"17C",7,"QLD","B","7E",0.114,0.06801
"2575",3,"17C",7,"QLD","B","7F",0.124,0.07801
"2576",3,"17C",7,"QLD","B","7G",0.134,0.08801
"2577",3,"19C",7,"QLD","B","5B",0.132,0.08351
"2578",3,"19C",7,"QLD","B","5C",0.128,0.07951
"2579",3,"19C",7,"QLD","B","5E",0.127,0.07851
"2580",3,"19C",7,"QLD","B","5F",0.13,0.08151
"2581",3,"19C",7,"QLD","B","5G",0.131,0.08251
"2582",3,"19C",7,"QLD","B","6B",0.13,0.08151
"2583",3,"19C",7,"QLD","B","6C",0.128,0.07951
"2584",3,"19C",7,"QLD","B","6D",0.124,0.07551
"2585",3,"19C",7,"QLD","B","6E",0.128,0.07951
"2586",3,"19C",7,"QLD","B","6G",0.127,0.07851
"2587",3,"19C",7,"QLD","B","7B",0.128,0.07951
"2588",3,"19C",7,"QLD","B","7C",0.125,0.07651
"2589",3,"19C",7,"QLD","B","7D",0.131,0.08251
"2590",3,"19C",7,"QLD","B","7E",0.13,0.08151
"2591",3,"19C",7,"QLD","B","7G",0.125,0.07651
"2592",3,"19C",7,"QLD","C","8B",0.128,0.07951
"2593",3,"19C",7,"QLD","C","8C",0.128,0.07951
"2594",3,"19C",7,"QLD","C","8D",0.129,0.08051
"2595",3,"19C",7,"QLD","C","8E",0.127,0.07851
"2596",3,"19C",7,"QLD","C","8F",0.133,0.08451
"2597",3,"19C",7,"QLD","C","8G",0.139,0.09051
"2598",3,"19C",7,"QLD","C","9B",0.134,0.08551
"2599",3,"19C",7,"QLD","C","9C",0.129,0.08051
"2600",3,"19C",7,"QLD","C","9D",0.129,0.08051
"2601",3,"19C",7,"QLD","C","9E",0.072,0.02351
"2602",3,"19C",7,"QLD","C","9G",0.137,0.08851
"2603",3,"19C",7,"QLD","C","10B",0.136,0.08751
"2604",3,"19C",7,"QLD","C","10C",0.139,0.09051
"2605",3,"19C",7,"QLD","C","10E",0.136,0.08751
"2606",3,"19C",7,"QLD","C","10F",0.136,0.08751
"2607",3,"19C",7,"QLD","C","10G",0.141,0.09251
"2608",3,"25C",7,"QLD","C","8B",0.123,0.07501
"2609",3,"25C",7,"QLD","C","8C",0.122,0.07401
"2610",3,"25C",7,"QLD","C","8D",0.119,0.07101
"2611",3,"25C",7,"QLD","C","8E",0.118,0.07001
"2612",3,"25C",7,"QLD","C","8F",0.123,0.07501
"2613",3,"25C",7,"QLD","C","8G",0.127,0.07901
"2614",3,"25C",7,"QLD","C","9B",0.118,0.07001
"2615",3,"25C",7,"QLD","C","9D",0.126,0.07801
"2616",3,"25C",7,"QLD","C","9E",0.125,0.07701
"2617",3,"25C",7,"QLD","C","9F",0.115,0.06701
"2618",3,"25C",7,"QLD","C","9G",0.134,0.08601
"2619",3,"25C",7,"QLD","C","10B",0.127,0.07901
"2620",3,"25C",7,"QLD","C","10E",0.127,0.07901
"2621",3,"25C",7,"QLD","C","10F",0.131,0.08301
"2622",3,"25C",7,"QLD","C","10G",0.134,0.08601
"2623",3,"28C",7,"QLD","A","2B",0.043,0.00301
"2624",3,"28C",7,"QLD","A","2D",0.045,0.00101
"2625",3,"28C",7,"QLD","A","2E",0.047,0.00101
"2626",3,"28C",7,"QLD","A","2F",0.045,0.00101
"2627",3,"28C",7,"QLD","A","2G",0.045,0.00101
"2628",3,"28C",7,"QLD","A","3B",0.044,0.00201
"2629",3,"28C",7,"QLD","A","3C",0.047,0.00101
"2630",3,"28C",7,"QLD","A","3D",0.045,0.00101
"2631",3,"28C",7,"QLD","A","3E",0.046,1e-05
"2632",3,"28C",7,"QLD","A","3F",0.049,0.00301
"2633",3,"28C",7,"QLD","A","3G",0.045,0.00101
"2634",3,"28C",7,"QLD","A","4B",0.043,0.00301
"2635",3,"28C",7,"QLD","A","4C",0.043,0.00301
"2636",3,"28C",7,"QLD","A","4D",0.045,0.00101
"2637",3,"28C",7,"QLD","A","4E",0.047,0.00101
"2638",3,"28C",7,"QLD","A","4F",0.048,0.00201
"2639",3,"28C",7,"QLD","A","4G",0.044,0.00201
"2640",3,"28C",7,"QLD","C","8B",0.045,0.00101
"2641",3,"28C",7,"QLD","C","8C",0.044,0.00201
"2642",3,"28C",7,"QLD","C","8D",0.046,1e-05
"2643",3,"28C",7,"QLD","C","8E",0.046,1e-05
"2644",3,"28C",7,"QLD","C","8F",0.044,0.00201
"2645",3,"28C",7,"QLD","C","8G",0.043,0.00301
"2646",3,"28C",7,"QLD","C","9B",0.045,0.00101
"2647",3,"28C",7,"QLD","C","9C",0.048,0.00201
"2648",3,"28C",7,"QLD","C","9D",0.045,0.00101
"2649",3,"28C",7,"QLD","C","9E",0.045,0.00101
"2650",3,"28C",7,"QLD","C","9F",0.045,0.00101
"2651",3,"28C",7,"QLD","C","9G",0.045,0.00101
"2652",3,"28C",7,"QLD","C","10B",0.047,0.00101
"2653",3,"28C",7,"QLD","C","10C",0.049,0.00301
"2654",3,"28C",7,"QLD","C","10D",0.048,0.00201
"2655",3,"28C",7,"QLD","C","10E",0.047,0.00101
"2656",3,"28C",7,"QLD","C","10F",0.048,0.00201
"2657",3,"28C",7,"QLD","C","10G",0.046,1e-05
"2658",3,"27C",7,"QLD","A","2B",0.054,0.00801
"2659",3,"27C",7,"QLD","A","2C",0.054,0.00801
"2660",3,"27C",7,"QLD","A","2D",0.056,0.01001
"2661",3,"27C",7,"QLD","A","2E",0.054,0.00801
"2662",3,"27C",7,"QLD","A","2F",0.055,0.00901
"2663",3,"27C",7,"QLD","A","2G",0.052,0.00601
"2664",3,"27C",7,"QLD","A","3B",0.054,0.00801
"2665",3,"27C",7,"QLD","A","3C",0.058,0.01201
"2666",3,"27C",7,"QLD","A","3D",0.055,0.00901
"2667",3,"27C",7,"QLD","A","3E",0.052,0.00601
"2668",3,"27C",7,"QLD","A","3F",0.053,0.00701
"2669",3,"27C",7,"QLD","A","3G",0.053,0.00701
"2670",3,"27C",7,"QLD","A","4B",0.053,0.00701
"2671",3,"27C",7,"QLD","A","4C",0.055,0.00901
"2672",3,"27C",7,"QLD","A","4E",0.052,0.00601
"2673",3,"27C",7,"QLD","A","4F",0.054,0.00801
"2674",3,"27C",7,"QLD","A","4G",0.054,0.00801
"2675",3,"27C",7,"QLD","B","5B",0.051,0.00501
"2676",3,"27C",7,"QLD","B","5D",0.054,0.00801
"2677",3,"27C",7,"QLD","B","5E",0.057,0.01101
"2678",3,"27C",7,"QLD","B","5F",0.053,0.00701
"2679",3,"27C",7,"QLD","B","5G",0.054,0.00801
"2680",3,"27C",7,"QLD","B","6B",0.054,0.00801
"2681",3,"27C",7,"QLD","B","6C",0.054,0.00801
"2682",3,"27C",7,"QLD","B","6D",0.056,0.01001
"2683",3,"27C",7,"QLD","B","6E",0.057,0.01101
"2684",3,"27C",7,"QLD","B","6F",0.055,0.00901
"2685",3,"27C",7,"QLD","B","6G",0.05,0.00401
"2686",3,"27C",7,"QLD","B","7B",0.052,0.00601
"2687",3,"27C",7,"QLD","B","7C",0.052,0.00601
"2688",3,"27C",7,"QLD","B","7D",0.057,0.01101
"2689",3,"27C",7,"QLD","B","7E",0.05,0.00401
"2690",3,"27C",7,"QLD","B","7F",0.05,0.00401
"2691",3,"27C",7,"QLD","B","7G",0.053,0.00701
"2692",3,"13C",8,"QLD","B","5B",0.096,0.05101
"2693",3,"13C",8,"QLD","B","5C",0.099,0.05401
"2694",3,"13C",8,"QLD","B","5D",0.1,0.05501
"2695",3,"13C",8,"QLD","B","5E",0.106,0.06101
"2696",3,"13C",8,"QLD","B","5G",0.106,0.06101
"2697",3,"13C",8,"QLD","B","6B",0.097,0.05201
"2698",3,"13C",8,"QLD","B","6D",0.097,0.05201
"2699",3,"13C",8,"QLD","B","6E",0.094,0.04901
"2700",3,"13C",8,"QLD","B","6G",0.098,0.05301
"2701",3,"13C",8,"QLD","B","7B",0.092,0.04701
"2702",3,"13C",8,"QLD","B","7C",0.096,0.05101
"2703",3,"13C",8,"QLD","B","7E",0.09,0.04501
"2704",3,"13C",8,"QLD","B","7F",0.091,0.04601
"2705",3,"13C",8,"QLD","B","7G",0.098,0.05301
"2706",3,"13C",8,"QLD","C","8B",0.098,0.05301
"2707",3,"13C",8,"QLD","C","8C",0.086,0.04101
"2708",3,"13C",8,"QLD","C","8D",0.085,0.04001
"2709",3,"13C",8,"QLD","C","8E",0.088,0.04301
"2710",3,"13C",8,"QLD","C","8G",0.084,0.03901
"2711",3,"13C",8,"QLD","C","9B",0.083,0.03801
"2712",3,"13C",8,"QLD","C","9C",0.082,0.03701
"2713",3,"13C",8,"QLD","C","9D",0.086,0.04101
"2714",3,"13C",8,"QLD","C","9E",0.093,0.04801
"2715",3,"13C",8,"QLD","C","9F",0.086,0.04101
"2716",3,"13C",8,"QLD","C","9G",0.088,0.04301
"2717",3,"13C",8,"QLD","C","10B",0.084,0.03901
"2718",3,"13C",8,"QLD","C","10D",0.084,0.03901
"2719",3,"13C",8,"QLD","C","10E",0.088,0.04301
"2720",3,"13C",8,"QLD","C","10G",0.092,0.04701
"2721",3,"26C",8,"QLD","A","2B",0.06,0.01501
"2722",3,"26C",8,"QLD","A","2C",0.067,0.02201
"2723",3,"26C",8,"QLD","A","2D",0.065,0.02001
"2724",3,"26C",8,"QLD","A","2E",0.067,0.02201
"2725",3,"26C",8,"QLD","A","2G",0.068,0.02301
"2726",3,"26C",8,"QLD","A","3B",0.075,0.03001
"2727",3,"26C",8,"QLD","A","3E",0.067,0.02201
"2728",3,"26C",8,"QLD","A","3F",0.071,0.02601
"2729",3,"26C",8,"QLD","A","3G",0.07,0.02501
"2730",3,"26C",8,"QLD","A","4B",0.074,0.02901
"2731",3,"26C",8,"QLD","A","4C",0.068,0.02301
"2732",3,"26C",8,"QLD","A","4D",0.067,0.02201
"2733",3,"26C",8,"QLD","A","4E",0.068,0.02301
"2734",3,"26C",8,"QLD","A","4F",0.07,0.02501
"2735",3,"26C",8,"QLD","A","4G",0.067,0.02201
"2736",3,"26C",8,"QLD","B","5B",0.055,0.01001
"2737",3,"26C",8,"QLD","B","5C",0.056,0.01101
"2738",3,"26C",8,"QLD","B","5D",0.054,0.00901
"2739",3,"26C",8,"QLD","B","5G",0.057,0.01201
"2740",3,"26C",8,"QLD","B","6B",0.057,0.01201
"2741",3,"26C",8,"QLD","B","6D",0.056,0.01101
"2742",3,"26C",8,"QLD","B","6E",0.06,0.01501
"2743",3,"26C",8,"QLD","B","6F",0.059,0.01401
"2744",3,"26C",8,"QLD","B","6G",0.057,0.01201
"2745",3,"26C",8,"QLD","B","7B",0.055,0.01001
"2746",3,"26C",8,"QLD","B","7C",0.057,0.01201
"2747",3,"26C",8,"QLD","B","7D",0.057,0.01201
"2748",3,"26C",8,"QLD","B","7E",0.055,0.01001
"2749",3,"26C",8,"QLD","B","7F",0.055,0.01001
"2750",3,"26C",8,"QLD","B","7G",0.057,0.01201
"2751",3,"23C",8,"QLD","A","2B",0.159,0.11401
"2752",3,"23C",8,"QLD","A","2C",0.168,0.12301
"2753",3,"23C",8,"QLD","A","2D",0.144,0.09901
"2754",3,"23C",8,"QLD","A","2E",0.159,0.11401
"2755",3,"23C",8,"QLD","A","2F",0.169,0.12401
"2756",3,"23C",8,"QLD","A","2G",0.166,0.12101
"2757",3,"23C",8,"QLD","A","3B",0.16,0.11501
"2758",3,"23C",8,"QLD","A","3C",0.155,0.11001
"2759",3,"23C",8,"QLD","A","3F",0.157,0.11201
"2760",3,"23C",8,"QLD","A","3G",0.168,0.12301
"2761",3,"23C",8,"QLD","A","4B",0.151,0.10601
"2762",3,"23C",8,"QLD","A","4C",0.145,0.10001
"2763",3,"23C",8,"QLD","A","4D",0.143,0.09801
"2764",3,"23C",8,"QLD","A","4F",0.147,0.10201
"2765",3,"23C",8,"QLD","A","4G",0.149,0.10401
"2766",3,"23C",8,"QLD","C","8B",0.148,0.10301
"2767",3,"23C",8,"QLD","C","8C",0.144,0.09901
"2768",3,"23C",8,"QLD","C","8D",0.144,0.09901
"2769",3,"23C",8,"QLD","C","8E",0.144,0.09901
"2770",3,"23C",8,"QLD","C","8F",0.144,0.09901
"2771",3,"23C",8,"QLD","C","8G",0.147,0.10201
"2772",3,"23C",8,"QLD","C","9B",0.153,0.10801
"2773",3,"23C",8,"QLD","C","9C",0.151,0.10601
"2774",3,"23C",8,"QLD","C","9D",0.145,0.10001
"2775",3,"23C",8,"QLD","C","9G",0.149,0.10401
"2776",3,"23C",8,"QLD","C","10B",0.156,0.11101
"2777",3,"23C",8,"QLD","C","10C",0.15,0.10501
"2778",3,"23C",8,"QLD","C","10D",0.149,0.10401
"2779",3,"23C",8,"QLD","C","10F",0.147,0.10201
"2780",3,"23C",8,"QLD","C","10G",0.153,0.10801
"2781",3,"21C",8,"QLD","B","5B",0.152,0.10701
"2782",3,"21C",8,"QLD","B","5C",0.147,0.10201
"2783",3,"21C",8,"QLD","B","5E",0.153,0.10801
"2784",3,"21C",8,"QLD","B","5F",0.147,0.10201
"2785",3,"21C",8,"QLD","B","5G",0.152,0.10701
"2786",3,"21C",8,"QLD","B","6B",0.156,0.11101
"2787",3,"21C",8,"QLD","B","6D",0.153,0.10801
"2788",3,"21C",8,"QLD","B","6F",0.15,0.10501
"2789",3,"21C",8,"QLD","B","6G",0.15,0.10501
"2790",3,"21C",8,"QLD","B","7B",0.147,0.10201
"2791",3,"21C",8,"QLD","B","7C",0.153,0.10801
"2792",3,"21C",8,"QLD","B","7D",0.148,0.10301
"2793",3,"21C",8,"QLD","B","7E",0.145,0.10001
"2794",3,"21C",8,"QLD","B","7F",0.148,0.10301
"2795",3,"21C",8,"QLD","B","7G",0.15,0.10501
"2796",3,"21C",8,"QLD","C","8B",0.154,0.10901
"2797",3,"21C",8,"QLD","C","8E",0.142,0.09701
"2798",3,"21C",8,"QLD","C","8F",0.141,0.09601
"2799",3,"21C",8,"QLD","C","8G",0.156,0.11101
"2800",3,"21C",8,"QLD","C","9B",0.158,0.11301
