dhf,dlf,whf,wlf,dha,dla,dhw,dlw,whw,wlw,hr
17.25,20,21.25,28,21.75,19,17,18.5,20.75,22.75,128.8666667
17.25,20,21.25,28,21.75,18.5,17,18.5,20.75,22.75,129.0333333
17.25,18.75,21.25,26.5,19.75,18.5,17,18.5,21,22.75,129.2
17,19,21.25,25.25,18.75,18.5,17,18.25,20.75,22.75,129.3666667
17.25,19.25,21.25,25,17.75,18.5,17,18.5,20.75,22.75,129.5333333
17.25,19.25,21.25,25,17.75,18.75,17,18.25,20.75,22.75,129.7
17.5,19.25,21,25,18,18.5,17,18.5,20.75,22.75,129.8666667
17.25,19.25,21,25,18,18.75,17,18.25,20.75,22.75,130.0333333
17.25,19.25,21,25,18.25,18.5,17,18.5,20.75,22.75,130.2
17.25,19.25,20.75,25,18.25,19,17,18.5,21,22.75,130.3666667
17.25,19.25,21,25,18.25,18.5,17,18.25,21,22.75,130.5333333
17,19.25,20.75,25,18.25,19,17,18.5,21,22.75,130.7
17.25,19.25,20.75,25,18.25,18.5,17,18.25,20.75,22.75,130.8666667
17.25,19.25,20.75,25,18.25,19,17,18.5,21,22.75,131.0333333
17,19.25,20.75,25,18.25,18.5,17,18.5,21.25,22.75,131.2
17.25,19.25,20.75,25,18.25,19,16.75,18.5,21,22.75,131.3666667
17.25,19.25,20.75,25,18.25,18.5,17,18.5,21,22.75,131.5333333
17,19.25,20.75,25,18.25,18.75,17,18.5,21,22.75,131.7
17.25,19.25,20.75,25,18.25,18.5,16.75,18.5,21.25,22.75,131.8666667
17,19.25,20.75,25,18.25,19,17,18,21.25,22.75,132.0333333
17,19.25,20.75,25,18.25,18,17,18.5,21.25,22.75,132.2
17.25,19.25,20.75,25,18.25,18.5,17,18.25,21,22.75,132.3666667
17.25,19.25,20.75,25,18.25,18,17,18,21,22.75,132.5333333
17.5,19.25,20.75,25,18.25,18.5,17,18.5,21.25,22.75,132.7
17.25,19.25,20.75,25,18.25,18,16.75,18,21.25,22.75,132.8666667
17.25,19.25,20.75,25,18.25,18.25,17,18.5,21.25,22.75,133.0333333
17,19.25,20.75,24.25,18.25,18,17,18,21.25,22.75,133.2
17.25,18.5,20.75,24.75,17,18,17,18,21.25,22.75,133.3666667
17.25,17.5,20.75,25,18.25,18,17,18,21.25,22.75,133.5333333
17,16.25,20.75,25,18.5,18,17,18,21.25,22.75,133.7
17,16.25,20.75,25,18.25,18,16.75,18,21.25,22.75,133.8666667
16.75,16.25,20.75,25,18.25,17.5,17,18,21.25,22.75,134.0333333
16.75,16.25,20.75,24.75,18.25,18,17,17.75,21.25,22.75,134.2
16.75,16.25,20.75,25,18.5,17.5,17,18,21.25,22.75,134.3666667
16.75,16.25,20.75,25,18.5,17.5,17.25,17.5,21.25,22.75,134.5333333
16.75,16.25,20.75,25,18.75,17.75,17,18,21.25,22.75,134.7
16.75,16.25,20.75,24.75,18.75,17.5,17,17.5,21.25,22.75,134.8666667
16.5,16.25,20.75,25,19,17.5,17,18,21.25,22.75,135.0333333
16.25,16.25,20.75,25,19,17,17,18,21.25,22.75,135.2
16.5,16.25,20.75,24.75,18.75,17,17,17.5,21.25,22.75,135.3666667
16.5,16.25,20.75,24.75,18.75,17.5,17,17.5,21.25,22.75,135.5333333
16.5,16.25,20.75,25,18.75,17,17,17.75,21.25,22.75,135.7
16.25,16.25,20.5,24.75,18.75,17.25,17,17.25,21.25,22.75,135.8666667
16.25,16.25,20.75,25,19,17,17,17.5,21.25,22.75,136.0333333
16.25,16.25,20.5,25,19,17.5,17,18,21.25,22.75,136.2
16,16.25,20.5,25,19,17.5,17,17,21.25,22.75,136.3666667
16,16.25,20.25,24.75,19,17.5,17,17,21.25,22.75,136.5333333
15.75,16.25,20.25,24.75,18.75,17,17,17.25,21.25,22.75,136.7
16,16.25,20.25,25,19,17,17,17.5,21.25,22.75,136.8666667
16,16.25,20.25,24.25,19,17,17,17,21.25,22.75,137.0333333
15.75,15.25,20.25,23,16.75,17.5,17,17,21.25,22.75,137.2
15.75,15.75,20.25,22.5,16.25,17.5,17,17,21.25,22.75,137.3666667
15.75,15.75,20.25,22.5,16.25,16.5,17,17,21.25,22.75,137.5333333
15.75,15.75,20.25,22.5,16.5,17,17,17,21.25,22.75,137.7
15.75,15.75,20.25,22.5,16.5,17,17,16.5,21.25,22.75,137.8666667
15.75,15.75,20.25,22.5,16.5,17,17,17,21.25,22.75,138.0333333
15.75,15.75,20.25,22.5,16.5,16.5,17,17,21.25,22.75,138.2
15.75,15.75,20.25,22.5,16.75,17,17,17,21.25,22.75,138.3666667
15.75,15.75,20.25,22.5,16.75,17,17,17,21.25,22.75,138.5333333
15.75,15.75,20.25,22.5,16.75,17,17,16.5,21.25,22.75,138.7
15.75,15.75,20.25,22.5,16.75,16.5,17,17,21.25,22.75,138.8666667
15.75,15.75,20.25,22.5,16.75,17,17,17,21.25,22.75,139.0333333
15.75,15.75,20.25,22.5,16.75,16.5,17,17,21.25,22.75,139.2
15.5,15.75,20.25,22.5,16.75,17,17,16.5,21.25,22.75,139.3666667
15.75,15.75,20.25,22.5,16.75,16.5,17,16.75,21.25,22.75,139.5333333
15.5,15.75,20.25,22.5,16.75,16.5,16.75,17,21.25,22.75,139.7
15.5,15.75,20.25,22.5,16.75,17,17,16.5,21.25,22.75,139.8666667
15.5,15.75,20.25,22.5,16.75,17,17,17,21.25,22.75,140.0333333
15.5,15.5,20.25,22.5,16.75,16.5,17,16.5,21.25,22.75,140.2
15.5,16.5,20.25,22.25,16.75,17.25,17,16.5,21.25,22.75,140.3666667
15.25,17.25,20.25,24.25,16.75,17,17,17,21.25,22.75,140.5333333
15.75,17.25,20.25,25,21.25,17.5,17,17,21.25,22.75,140.7
15.5,17.25,20.25,25,21,17.5,17,16.5,21.25,22.75,140.8666667
15.25,17.25,20,25,19.25,17.5,17,17,21.25,22.75,141.0333333
15.5,16.75,20.25,24.25,18,18,17,17,21.25,22.75,141.2
15.25,18.5,20.25,24.5,18.75,18,17,17,21.25,22.75,141.3666667
15.5,19.25,20.25,24.5,19.75,18,17,17,21.5,22.75,141.5333333
15.5,19.25,20.25,24.5,19.5,18,17,17.5,21.5,22.75,141.7
15.75,19.25,20.25,24.5,19.25,18.5,16.75,17,21.5,22.75,141.8666667
15.75,19.25,20.25,24.5,19.25,18.5,17,17.5,21.5,22.75,142.0333333
15.75,19.25,20.25,24.5,19.5,18.5,17,17.5,21.5,22.75,142.2
15.75,19.25,20.25,24.5,19.5,19,17,17.75,21.5,22.75,142.3666667
15.75,19.25,20.25,24.5,19.5,18.5,17,17.25,21.5,22.75,142.5333333
16,19.25,20.25,24.5,19.5,19.25,17,17.5,21.25,22.75,142.7
16.25,19.25,20.25,24.5,19.5,19,17,18,21.5,22.75,142.8666667
16,19.25,20.25,24.5,19.5,19.5,17,18,21.5,22.75,143.0333333
16,19.25,20.25,24.5,19.75,19,16.75,17.5,21.75,22.75,143.2
16.25,19.25,20.25,24.5,19.5,19.5,17,17.5,21.5,22.75,143.3666667
16.25,19.25,20.25,24.5,19.5,19.75,17,18,21.5,22.75,143.5333333
16.25,19.25,20.25,24.5,19.5,19.5,16.75,17.5,21.5,22.75,143.7
16.5,19.25,20.25,24.5,19.5,20,17,18,21.5,22.75,143.8666667
16.5,19.25,20.25,24.5,19.5,19.75,17,17.5,21.5,22.75,144.0333333
16.25,19.25,20.25,24.5,19.5,20,17,18,21.5,22.75,144.2
16.5,19.25,20.25,24.5,19.5,20,17,18,21.5,22.75,144.3666667
16.75,19.25,20.25,24.5,19.5,20,16.75,18,21.5,22.75,144.5333333
16.25,19.25,20.5,24.5,19.5,20.5,17,18,21.5,22.75,144.7
16.5,19.25,20.75,24.5,19.5,20,17,18,21.5,22.75,144.8666667
16.75,19.25,20.5,24.5,19.75,20.5,16.75,18.5,21.5,22.75,145.0333333
16.75,19.25,20.75,24.5,19.75,20.5,17,18.75,21.75,22.75,145.2
16.75,18.75,20.75,24.5,18.75,20.5,17,18.5,21.75,22.75,145.3666667
16.75,19.75,20.75,25.25,20.5,20.75,17,18.5,21.75,22.75,145.5333333
16.5,20,20.75,27,26.5,20.5,17,19,21.75,22.75,145.7
16.75,20,20.75,28,24.75,20.5,17,18.5,21.75,22.75,145.8666667
16.75,20,20.75,28,21.75,21,17,19,21.75,22.75,146.0333333
16.75,20,20.75,28,21.25,20.5,17,19,21.5,22.75,146.2
16.75,20,20.75,28,21.25,21,17,18.5,21.75,22.75,146.3666667
17,20,20.75,28,21.25,21,17,19,21.75,22.75,146.5333333
17,20,20.75,28,21.25,20.75,17,19,21.75,22.75,146.7
17,20,20.75,28,21.25,21.25,17,19,21.75,22.75,146.8666667
17,20,20.75,28,21.25,21,17,19.25,21.75,22.75,147.0333333
17,20,20.75,28,21.25,21,16.75,19,21.75,22.75,147.2
16.75,20,20.75,28,21.25,21.5,17,19.5,21.75,22.75,147.3666667
17,20,20.75,28,21.25,21,16.75,19,21.75,22.75,147.5333333
17.25,20,20.75,28,21.25,21.5,17,19.5,22,22.75,147.7
17,20,20.75,28,21.25,21.5,17,19.5,22,22.75,147.8666667
16.75,20,20.75,28,21.25,21.25,17,19,22,22.75,148.0333333
17,20,21.25,28,21.25,21.5,17,19.5,22,22.75,148.2
17.25,20,21.25,28,21.25,21,17,19.5,22.25,22.75,148.3666667
17.25,20,21.25,28,21.5,21.5,17,19.5,21.75,22.75,148.5333333
17.25,20,21.25,28,21.5,21.5,17,19.5,21.75,22.75,148.7
17.5,20,21.25,28,21.5,21.5,17,19,21.75,22.75,148.8666667
17.25,20,21.25,28,21.5,21.5,17,19.5,21.75,22.75,149.0333333
17.25,20,21.25,28,21.5,21,17,19.25,21.75,22.75,149.2
17.25,20,21.25,28,21.5,21.5,16.75,19.25,22,22.75,149.3666667
17.25,20,21.25,28,21.5,21.5,17,19.5,22.25,22.75,149.5333333
17.25,20,21.25,28,21.5,21.5,17,19,22,22.75,149.7
17,20,21.25,28,21.5,21.5,17,19.5,21.75,22.75,149.8666667
17.25,20,21.25,28,21.5,21,17,19.5,21.75,22.75,150.0333333
17.25,20,21.25,28,21.75,21.5,16.75,19,21.75,22.75,150.2
17.25,20,21.25,28,21.5,21.5,17,19.5,21.75,22.75,150.3666667
17.5,20,21.25,28,21.5,21,17,19,21.75,22.75,150.5333333
17.25,20,21.25,28,21.5,21.5,17,19.5,21.75,22.75,150.7
17.25,20,21.25,28,21.75,21.5,17,19.5,21.75,22.75,150.8666667
16.75,20,21.25,28,21.75,21.25,17,19,21.75,22.75,151.0333333
17.25,20,21.25,28,21.75,21.75,17,19.5,21.75,22.75,151.2
17.5,20,21.25,28,21.75,21,17,19.25,21.75,22.75,151.3666667
17.25,20,21.25,28,21.75,21.5,17,18.5,21.75,22.75,151.5333333
17.25,20,21.25,28,21.75,21.5,17,18.5,21.75,22.75,151.7
17.25,20,21.25,28,21.75,19.75,16.75,18,22,22.75,151.8666667
17.25,20,21.25,28,21.75,18.25,17,18.5,22,22.75,152.0333333
17.5,20,21.25,28,21.75,19,17,18.5,22.25,22.75,152.2
17.25,20,21.25,28,21.75,18.5,17,18.5,22.25,22.75,152.3666667
17.25,20,21.25,28,21.75,18.5,17,18.5,22,22.75,152.5333333
17.5,20,21.25,28,21.75,18.5,16.75,18,22,22.75,152.7
17.25,20,21.25,28,21.75,19,17,18.5,21.75,22.75,152.8666667
17.25,20,21.25,28,21.75,18.25,17,18,21.75,22.75,153.0333333
17.25,19.25,21.25,26.5,20.5,19,17,18.5,22,22.75,153.2
17,19,21.25,25.25,19.25,18.5,17,18.5,22.25,22.75,153.3666667
17,19.25,21.25,25,18.25,19,16.75,18.5,22.25,22.75,153.5333333
17.25,19.25,21.25,25,17.75,18.5,17,18.5,22.25,22.75,153.7
17.25,19.25,21.25,25,17.75,19,17,18.25,22,22.75,153.8666667
17.25,19.25,21,25,18,19,17,18.5,22,22.75,154.0333333
17.25,19.25,21,25,18.25,18.5,17,18,22,22.75,154.2
17,19.25,21.25,25,18.25,19,16.75,18.5,22.25,22.75,154.3666667
17.25,19.25,20.75,25,18.25,18.5,17,18.5,22.25,22.75,154.5333333
17.25,19.25,20.75,25,18.25,19,17,18.5,22.25,22.75,154.7
17.25,19.25,20.75,25,18.25,18.5,17,18.5,22.25,22.75,154.8666667
17.25,19.25,20.75,25,18.25,18.5,17,18.25,22.25,22.75,155.0333333
17.25,19.25,20.75,25,18.25,18.5,17,18.75,22.25,22.75,155.2
17.25,19.25,20.75,25,18.25,18.5,17,18.5,22.5,22.75,155.3666667
17.25,19.25,20.75,25,17.25,18.75,16.75,18.5,22.5,22.75,155.5333333
17,19.25,20.75,25,17.75,18.5,17,18.5,22.25,22.75,155.7
17.25,19.25,20.75,25,18.25,18.75,17,18.5,22,22.75,155.8666667
17.25,19.25,20.75,25,18.25,18.25,17,18,22,22.75,156.0333333
17,19.25,20.75,25,18.25,18.25,17,18.5,22.5,22.75,156.2
17,19.25,20.75,25,18.5,18.5,17,18,22.25,22.75,156.3666667
17,19.25,20.75,25,18.5,18.5,17,18,22.25,22.75,156.5333333
17.25,19.25,20.75,25,18.75,18,17,18.5,22.25,22.75,156.7
17.25,19.25,20.75,25,18.5,18.5,17,18.5,22.25,22.75,156.8666667
17.25,19.25,20.75,25,18.75,18.5,17,18,22.5,22.75,157.0333333
17.25,19.25,20.75,24.25,18.25,17.75,17,18,22.75,22.75,157.2
17,18.75,20.75,24.75,17.25,18,17,18,22.75,22.75,157.3666667
17,17.5,20.75,25,19,18,17,18,22.5,22.75,157.5333333
17,16.25,20.75,24.75,19.25,18,17,17.5,22.75,22.75,157.7
17,16.25,20.75,24.75,19,17.75,17,18,22.75,22.75,157.8666667
16.75,16.25,20.75,25,18.75,17.75,17,18,22.5,22.75,158.0333333
16.75,16.25,20.75,24.75,18.75,18,17,18,22.5,22.75,158.2
16.5,16.25,20.75,25,18.75,18,17,18,22.5,22.75,158.3666667
16.75,16.25,20.75,24.75,18.75,18,17,17.5,20.75,22.75,158.5333333
16.75,16.25,20.75,24.75,18.75,17.5,17,17.75,19.75,22.75,158.7
16.25,16.25,20.75,24.75,18.75,17.5,17,17.75,19,22.75,158.8666667
16.25,16.25,20.75,25,18.75,17.25,17,17.5,19.25,22.75,159.0333333
16.5,16.25,20.75,25,19,17.5,17,18,19.25,22.75,159.2
16.25,16.25,20.75,25,19,17,17,18,19.25,22.75,159.3666667
16.25,16.25,20.75,24.75,19,17.5,17,18,19.25,22.75,159.5333333
16.5,16.25,20.75,25,19.25,17,17,17.5,19,22.75,159.7
16.25,16.25,20.5,24.75,19.25,17,17,17.5,19.25,22.75,159.8666667
16.25,16.25,20.75,24.75,18.75,17.5,17,17.5,19.25,22.75,160.0333333
16,16.25,20.5,25,19,17,17,17.5,19.25,22.75,160.2
15.75,16.25,20.25,24.75,19.25,17,17,17.5,19.25,22.75,160.3666667
16.25,16.25,20.5,25,19.5,17.25,17,17.25,19.25,22.75,160.5333333
16,16.25,20.25,25,19.25,17,17,17.25,19.25,22.75,160.7
15.75,16.25,20.25,24.75,19.25,17,16.75,17.5,19.25,22.75,160.8666667
15.75,15.75,20.25,23.75,19.5,17.5,17,17.25,19.25,22.75,161.0333333
15.75,15.75,20.25,22.75,17.25,16.75,17,17,19.25,22.75,161.2
16,15.75,20.25,22.5,16.25,16.75,17,17,19.25,22.75,161.3666667
15.75,15.75,20.25,22.5,16.25,17,17,17,19.25,22.75,161.5333333
15.75,15.75,20.25,22.5,16.75,17.25,17,16.5,19.25,22.75,161.7
15.75,15.75,20.25,22.5,16.75,16.75,17,17,19.25,22.75,161.8666667
15.75,15.75,20.25,22.5,16.75,16.75,17,17,19.25,22.75,162.0333333
15.75,15.75,20.25,22.5,16.75,16.75,17,17,19.25,22.75,162.2
15.75,15.75,20.25,22.5,16.75,17,17,16.5,19.25,22.75,162.3666667
16,15.75,20.25,22.5,16.75,16.75,17,16.5,19.25,22.75,162.5333333
15.75,15.75,20.25,22.5,16.75,16.5,17,17,19.25,22.75,162.7
15.75,15.75,20.25,22.5,16.75,17,17,17,19.25,22.75,162.8666667
15.5,15.75,20.25,22.5,16.75,17,17,16.5,19.25,22.75,163.0333333
15.5,15.75,20.25,22.5,16.75,16.5,17,16.5,19.25,22.75,163.2
15.5,15.75,20.25,22.5,16.75,16.75,17,16.5,19.25,22.75,163.3666667
15.75,15.75,20.25,22.5,16.75,17,17,16.5,19.25,22.75,163.5333333
15.75,15.75,20.25,22.5,16.75,16.5,17,16.5,19.25,22.75,163.7
15.25,15.75,20.25,22.5,16.75,17,17,17,19.25,22.75,163.8666667
15.75,15.75,20.25,22.5,16.75,17.5,17,17,19.25,22.75,164.0333333
15.75,15.75,20.25,22.5,16.75,17,17,16.75,19.25,22.75,164.2
15.75,16.75,20.25,22.5,16.75,17.5,17,17,19.25,22.75,164.3666667
15.5,17.25,20.25,24.5,16.25,17.5,17,17,19.25,22.75,164.5333333
15,17.25,20.25,25,20.75,17.5,17,17,19.25,22.75,164.7
15.25,17.25,20.25,25,22.75,17.75,17,17,19.25,22.75,164.8666667
15.25,17.25,20.25,25,19.75,18,17,17.25,19.25,22.75,165.0333333
15.75,17.25,20.25,24.25,19.25,17.75,17,17.5,19.25,22.75,165.2
15.75,18,20.25,23.75,18.25,18,17,17,19.25,22.75,165.3666667
15.5,19.25,20.25,24.5,19.75,18,17,17.5,19.5,22.75,165.5333333
15.75,19.25,20.25,24.5,19.75,18.5,17,17,19.75,22.75,165.7
15.75,19.25,20.25,24.5,19.5,18.5,17,17,19.75,22.75,165.8666667
15.75,19.25,20.25,24.5,19.5,18.5,17,17.5,19.75,22.75,166.0333333
15.5,19.25,20.25,24.5,19.5,18.5,17,17.5,19.75,22.75,166.2
15.75,19.25,20.25,24.5,19.5,19.5,17,18.25,19.75,22.75,166.3666667
15.75,19.25,20.25,24.5,19.5,19,17,17.5,19.75,22.75,166.5333333
15.75,19.25,20.25,24.5,19.75,19,17,17.5,19.75,22.75,166.7
16,19.25,20.25,24.5,19.75,19.5,17,17.5,19.75,22.75,166.8666667
16.25,19.25,20.25,24.5,19.75,19,17,18,19.75,22.75,167.0333333
16,19.25,20.25,24.5,19.75,19.75,17,17.5,19.75,22.75,167.2
16,19.25,20.25,24.5,19.75,20,17,17.75,19.75,22.75,167.3666667
15.75,19.25,20.25,24.5,19.75,19.5,17,18,19.75,22.75,167.5333333
16,19.25,20.25,24.5,19.75,20,17,17.5,19.75,22.75,167.7
16.25,19.25,20.25,24.5,19.75,20,17,18,19.75,22.75,167.8666667
16.25,19.25,20.25,24.5,19.75,20,17,17.75,19.75,22.75,168.0333333
16.5,19.25,20.25,24.5,19.75,20.5,17,18.25,19.75,22.75,168.2
16.5,19.25,20.25,24.5,19.75,20,17,18,19.75,22.75,168.3666667
16.5,19.25,20.25,24.5,19.75,20,17,18,19.75,22.75,168.5333333
16.5,19.25,20.25,24.5,19.75,20.5,17,18.5,19.75,22.75,168.7
16.5,19.25,20.75,24.5,19.75,20.5,17,18.75,19.75,22.75,168.8666667
16.75,19.25,20.75,24.5,19.75,20.5,17,18.25,19.75,22.75,169.0333333
16.75,19.25,20.75,24.5,19.75,21,17,18.75,19.75,22.75,169.2
16.75,19,20.75,24.5,19.5,20.5,17,18.25,19.75,22.75,169.3666667
16.75,19.5,20.75,25,19.75,20.5,17,18.75,19.75,22.75,169.5333333
16.75,20,20.75,27,25.5,21,17,18.75,19.75,22.75,169.7
16.75,20,20.75,28,26.5,20.5,17,18.5,19.75,22.75,169.8666667
16.75,20,20.75,28,22,21,17,19,19.75,22.75,170.0333333
16.75,20,20.75,28,21.75,21,17,18.75,19.75,22.75,170.2
17,20,20.75,28,21.5,20.5,17,19,19.75,22.75,170.3666667
17.25,20,20.75,28,21.5,21,17,19,19.75,22.75,170.5333333
16.75,20,20.75,28,21.25,21.5,17,19,19.75,22.75,170.7
17.25,20,20.75,28,21.25,21,17,19.5,19.75,22.75,170.8666667
17,20,20.75,28,21.25,21,17,19,20,22.75,171.0333333
16.75,20,20.75,28,21.25,21.5,17,19.25,19.75,22.75,171.2
17.25,20,20.75,28,21.25,21,17,19.5,19.75,22.75,171.3666667
17,20,20.75,28,21.25,21.25,17,19,20,22.75,171.5333333
17,20,20.75,28,21.25,21.5,17,19.5,20,22.75,171.7
17.25,20,20.75,28,21.25,21.5,17,19.25,20,22.75,171.8666667
17,20,20.75,28,21.25,21.5,17,19.25,20,22.75,172.0333333
17,20,21.25,28,21.25,21.5,17,19.5,20,22.75,172.2
17,20,21.25,28,21.25,21,17,19,20.25,22.75,172.3666667
17,20,21.25,28,21.25,21.5,17,19.5,20.5,22.75,172.5333333
17.25,20,21.25,28,21.25,21.5,17,19,20.25,22.75,172.7
17,20,21.25,28,21.25,21.25,17,19.5,20.25,22.75,172.8666667
17.25,20,21.25,28,21.25,21.5,17,19.5,20,22.75,173.0333333
17,20,21.25,28,21.25,21.25,17,19,20.25,22.75,173.2
17.5,20,21.25,28,21.25,21.5,17,19.5,20,22.75,173.3666667
17.25,20,21.25,28,21.25,21.5,17,19,20.25,22.75,173.5333333
17,20,21.25,28,21.25,21.25,17,19.5,20,22.75,173.7
17.5,20,21.25,28,21.25,21.5,17,19.25,20,22.75,173.8666667
17.25,20,21.25,28,21.25,21,17,19.25,20.25,22.75,174.0333333
17.5,20,21.25,28,21.25,21.5,17,19.5,20.25,22.75,174.2
17.25,20,21.25,28,21.5,21.5,17,19,20.25,22.75,174.3666667
17,20,21.25,28,21.5,21.25,17,19.5,20.25,22.75,174.5333333
17.25,20,21.25,28,21.5,21.5,17,19,20.25,22.75,174.7
17.25,20,21.25,28,21.5,21,17,19.5,20.25,22.75,174.8666667
17.25,20,21.25,28,21.75,21.5,17,19.5,20.25,22.75,175.0333333
17.25,20,21.25,28,21.5,21.5,17,19,20.25,22.75,175.2
17.25,20,21.25,28,21.75,21.25,17,18.5,20.25,22.75,175.3666667
17.25,20,21.25,28,21.75,21.5,17,18.25,20.25,22.75,175.5333333
17.25,20,21.25,28,21.75,19,17,18.5,20.25,22.75,175.7
17.25,20,21.25,28,21.75,18.5,17,18,20.25,22.75,175.8666667
17.25,20,21.25,28,21.75,18.75,17,18.5,20.25,22.75,176.0333333
17.25,20,21.25,28,21.75,18.5,17,18.25,20.25,22.75,176.2
17.25,20,21.25,28,21.75,18.5,17,18.5,20.25,22.75,176.3666667
17.25,20,21.25,28,21.75,19,17,18.25,20.5,22.75,176.5333333
17.25,20,21.25,28,21.75,18.5,17,18.5,20.75,22.75,176.7
17.25,20,21.25,28,21.75,19,17,18.5,20.75,22.75,176.8666667
17.25,20,21.25,28,21.75,19,17,18.25,20.25,22.75,177.0333333
17.25,19.5,21.25,28,21.75,18.5,17,18.5,20.25,22.75,177.2
17.25,17.75,21.25,26.75,20.5,19,17,18,20.25,22.75,177.3666667
17.25,19,21.25,25.5,19,18.5,17,18.5,20.25,22.75,177.5333333
17.25,19.25,21.25,25,18,19,17,18.25,20.5,22.75,177.7
17.25,19.25,21.25,25,17.75,18.5,17,18.5,20.75,22.75,177.8666667
17.25,19.25,21.25,25,17.75,18.5,17,18.25,20.5,22.75,178.0333333
17.25,19.25,21,25,18,19,17,18.5,20.25,22.75,178.2
17,19.25,21,25,17.75,18.5,17,18.5,20.25,22.75,178.3666667
17.25,19.25,20.75,25,17.75,18.75,17,18.25,20.75,22.75,178.5333333
17.25,19.25,20.75,25,18,18.5,17,18.5,20.75,22.75,178.7
17.25,19.25,20.75,25,17.75,18.5,17,18,20.5,22.75,178.8666667
17.25,19.25,20.75,25,18,18.5,17,18.5,20.5,22.75,179.0333333
17.25,19.25,20.75,25,17.75,18.5,17,18.25,20.75,22.75,179.2
17.25,19.25,20.75,25,17.75,18.5,17,18.5,20.75,22.75,179.3666667
17.25,19.25,20.75,25,18,18.5,17,18.25,20.5,22.75,179.5333333
17.25,19.25,20.75,25,18,18.75,17,18.5,20.5,22.75,179.7
17.25,19.25,20.75,25,18,18.25,17,18.5,20.5,22.75,179.8666667
17.25,19.25,20.75,25,18,18.5,17,18,20.75,22.75,180.0333333
17.25,19.25,20.75,25,18,18,17,18.5,20.75,22.75,180.2
17.25,19.25,20.75,25,18,18.5,17,18,20.75,22.75,180.3666667
17,19.25,20.75,25,18,18,17,18,20.5,22.75,180.5333333
17.25,19.25,20.75,25,18.25,18.25,17,18.25,20.75,22.75,180.7
17.25,19.25,20.75,25,18.25,18,17,18,20.75,22.75,180.8666667
17,19.25,20.75,25,18.25,18,17,17.75,21,22.75,181.0333333
17,19.25,20.75,24.25,18.25,18,17,18,20.75,22.75,181.2
17,18,20.75,24.75,16.75,18,17,18,20.5,22.75,181.3666667
17,17.25,20.75,24.75,17.75,17.75,17,17.5,21,22.75,181.5333333
17,16.25,20.75,25,18.25,18,17,17.75,20.75,22.75,181.7
16.75,16.25,20.75,24.75,18.25,17.75,17,18.5,21,22.75,181.8666667
16.75,16.25,20.75,24.75,18.25,18,17,17.75,20.75,22.75,182.0333333
16.75,16.25,20.75,24.75,18.25,18,17,17.5,20.5,22.75,182.2
16.5,16.25,20.75,24.75,18.25,17.5,17,18,20.75,22.75,182.3666667
16.75,16.25,20.75,24.75,18.25,17.75,17,18,20.75,22.75,182.5333333
16.5,16.25,20.75,25,18.25,17.25,17,17.5,20.75,22.75,182.7
16.5,16.25,20.75,25,18.25,17.5,17,18,20.75,22.75,182.8666667
16.5,16.25,20.75,24.75,18.25,17.5,17,17.5,21,22.75,183.0333333
16.5,16.25,20.75,25,18.25,17,17,17.5,21,22.75,183.2
16.25,16.25,20.75,25,18.25,17,17,17.5,20.25,22.75,183.3666667
16.25,16.25,20.75,25,18.25,17.5,17,17.75,19,22.75,183.5333333
16.25,16.25,20.5,24.75,18.25,17,17,17.25,19.5,22.75,183.7
16.25,16.25,20.5,25,18.25,17.5,17,17.25,20.25,22.75,183.8666667
16.25,16.25,20.5,24.75,18.25,17,17,17.5,20,22.75,184.0333333
16,16.25,20.5,25,18.25,17,17,17.5,19.75,22.75,184.2
16.25,16.25,20.25,25,18.25,17,17,17,20,22.75,184.3666667
16,16.25,20.25,24.75,18.25,17,17,17,20.25,22.75,184.5333333
16,16.25,20.25,25,18.25,17,17,17.25,20,22.75,184.7
16,16.25,20.25,24.75,18.25,17,17,17.25,19.75,22.75,184.8666667
15.75,16.25,20.25,22.5,17.75,16.75,17,17.25,19.75,22.75,185.0333333
15.75,15.5,20.25,22.25,16,17.25,17,16.75,19.75,22.75,185.2
15.5,15.75,20.25,22.5,15.75,16.75,17,17,20,22.75,185.3666667
15.5,15.75,20.25,22.5,15.75,16.75,17,16.5,20.25,22.75,185.5333333
15.75,15.75,20.25,22.5,16.25,17,17,17,20,22.75,185.7
15.75,15.75,20.25,22.25,16.25,17,17,17,19.75,22.75,185.8666667
15.75,15.75,20.25,22.5,16.25,17,17,17.25,20.25,22.75,186.0333333
16,15.75,20.25,22.5,16.25,16.5,17,17,20.25,22.75,186.2
16,15.75,20.25,22.5,16.25,16.75,17,17,20.25,22.75,186.3666667
15.75,15.75,20.25,22.25,16.25,17,17,16.5,20,22.75,186.5333333
15.5,15.75,20.25,22.5,16.25,16.5,17,16.75,20.25,22.75,186.7
15.25,15.75,20.25,22.25,16.25,17,17,17,20.25,22.75,186.8666667
15.25,15.75,20.25,22.5,16.25,16.5,17,16.25,20.25,22.75,187.0333333
15.75,15.75,20.25,22.25,16.25,16.5,17,16.5,20,22.75,187.2
15.75,15.75,20.25,22.5,16.25,17,17,16.5,20,22.75,187.3666667
15.75,15.75,20.25,22.25,16.25,17,17,16.5,20.25,22.75,187.5333333
15.75,15.75,20.25,22.25,16.25,17.25,17,16.75,20.25,22.75,187.7
15.5,15.75,20.25,22.5,16.25,17,17,16.75,20.25,22.75,187.8666667
