dhf,dlf,whf,wlf,dha,dla,dhw,dlw,whw,wlw,hr
15.75,19.25,20.25,24.75,18.25,17.5,17,17,20.75,22.75,70.2
15.75,19.25,20.25,24.75,18.25,18,17,17,20.75,22.25,70.36666667
15.75,19.25,20.25,24.75,18.25,18,17,17,20.5,22.75,70.53333333
16,19.25,20.25,24.75,18.25,18.5,17,17.25,20,22.75,70.7
16,19.25,20.25,24.75,18.25,18,17,17.5,20.75,22.75,70.86666667
15.75,19.25,20.25,24.75,18.25,19,16.75,17,21.25,22.75,71.03333333
16.25,19.25,20.25,24.75,18.25,18.5,16.75,17.5,20.75,22.75,71.2
16.25,19.25,20.25,24.75,18.25,19,17,17.25,20,22.75,71.36666667
16.25,19.25,20.25,24.75,18.25,18.5,17,17.5,20.5,22.25,71.53333333
16.25,19.25,20.25,24.75,18.25,19.5,17,17.5,20.75,22.75,71.7
16.25,19.25,20.25,24.75,18.25,19,17,17.75,20.5,22.75,71.86666667
16.25,19.25,20.25,24.75,18.25,19.5,17,17.5,20,22.75,72.03333333
16.25,19.25,20.25,24.75,18.25,19.5,16.75,18,20.25,22.5,72.2
16.5,19.25,20.25,24.75,18.25,19.5,17,17.5,21,22.75,72.36666667
16.5,19.25,20.25,24.75,18.25,20,17,18,21,22.75,72.53333333
16.5,19.25,20.25,24.75,18.25,19.5,17,17.5,20.5,22.75,72.7
16.75,19.25,20.25,24.75,18.25,20,16.75,18,20,22.75,72.86666667
16.75,19.25,20.5,24.75,18.25,20,16.75,18,20.75,22.75,73.03333333
16.75,19.25,20.75,24.75,18.25,20,17,18.5,21.25,22.75,73.2
16.75,18.75,20.75,24.75,17.25,20.5,17,18,21,22.75,73.36666667
16.75,19.5,20.75,25.25,19.25,20,17,18,20,22.75,73.53333333
16.75,20,20.75,27,21.5,20.5,17,18.5,20.5,22.75,73.7
16.75,20,20.75,28,21.25,20,16.75,18,21.25,22.75,73.86666667
16.75,20,20.75,28,20.75,20.5,17,18.5,21,22.75,74.03333333
16.75,20,20.75,28,20.75,20.5,17,18.25,20.5,22.75,74.2
16.75,20,20.75,28,20.75,20.5,17,18.5,20.25,22.75,74.36666667
17,20,20.75,28,20.75,20.5,17,18.5,21.25,22.75,74.53333333
17,20,20.75,28,20.75,20.5,16.75,18.5,21,22.75,74.7
17,20,20.75,28,20.75,21,16.75,19,20,22.75,74.86666667
16.75,20,20.75,28,20.75,20.5,17,18.5,20.25,22.75,75.03333333
16.75,20,20.75,28,21,21,17,19,21.25,22.75,75.2
16.75,20,20.75,28,20.75,20.5,17,18.75,21.25,22.75,75.36666667
17,20,20.75,28,20.75,21,17,19,20.5,22.75,75.53333333
17,20,20.75,28,20.75,21,17,19,20.25,22.75,75.7
17.25,20,20.75,28,21,21,17,19,21.25,22.75,75.86666667
17.25,20,20.75,28,20.75,21.5,17,19.5,21,22.75,76.03333333
17.25,20,20.75,28,20.75,21,17,19,20.5,22.25,76.2
17.25,20,20.75,28,20.75,21.5,17,19.5,20.5,22.75,76.36666667
17.25,20,20.75,28,20.75,21,16.75,19.25,21.25,22.75,76.53333333
17.25,20,21.25,28,20.75,21.5,16.75,19.5,21.25,22.75,76.7
17.25,20,21.25,28,20.75,21.5,17,19.5,20.5,22.75,76.86666667
17.25,20,21.25,28,20.75,21,17,19,20.5,22.75,77.03333333
17.25,20,21.25,28,20.75,21.5,17,19.5,21,22.75,77.2
17.25,20,21.25,28,20.75,21,17,19,21.25,22.75,77.36666667
17.25,20,21.25,28,21,21.5,16.75,19.5,21,22.75,77.53333333
17.25,20,21.25,28,20.75,21,16.75,19.25,20.5,22.75,77.7
17.25,20,21.25,28,20.75,21.25,16.75,19.5,20.75,22.75,77.86666667
17.25,20,21.25,28,20.75,21.5,16.75,19.5,21.25,22.75,78.03333333
17.25,19.75,21.25,28,21,21,17,19.5,21,22.75,78.2
17.25,20,21.25,28,20.75,21.5,17,19.5,20.5,22.75,78.36666667
17.25,20,21.25,28,20.75,21,17,19,20.5,22.75,78.53333333
17.25,20,21.25,28,20.75,21.5,17,19.5,21,22.25,78.7
17.25,20,21.25,28,20.75,21,16.75,19,21,22.75,78.86666667
17.25,20,21.25,28,20.75,21.25,16.75,19.5,20.5,22.75,79.03333333
17.5,20,21.25,28,20.75,21.5,16.75,19,20.75,22.75,79.2
17.25,20,21.25,28,20.75,21,16.75,19.5,21.25,22.75,79.36666667
17.25,20,21.25,28,20.75,21.5,17,19.5,21,22.75,79.53333333
17.25,20,21.25,28,20.75,21,17,19.25,20.5,22.75,79.7
17.25,20,21.25,28,20.75,21.5,17,19.5,20.5,22.75,79.86666667
17.25,20,21.25,28,20.75,21,17,19,20.75,22.75,80.03333333
17.5,20,21.25,28,20.75,21.5,16.75,19.5,21.25,22.75,80.2
17.25,20,21.25,28,20.75,21.5,16.75,18.5,21,22.75,80.36666667
17.25,20,21.25,28,20.75,20,16.75,18.5,21,22.75,80.53333333
17.25,20,21.25,28,20.75,18.5,17,18.5,21.25,22.75,80.7
17.25,20,21.25,28,20.75,18.5,17,18.5,21,22.75,80.86666667
17.5,20,21.25,28,20.75,18.5,17,18.5,20.5,22.75,81.03333333
17.5,18.75,21.25,26.5,19.25,18.5,17,18.5,20.75,22.75,81.2
17.25,19,21.25,25.25,18,18.5,17,18.5,21.25,22.75,81.36666667
17,19.25,21,25,17.5,18.5,16.75,18.25,21.25,22.75,81.53333333
17.25,19.25,21,25,17.75,18.5,16.75,18.5,21,22.75,81.7
17.25,19.25,20.75,25,17.75,18.5,16.75,18.25,20.5,22.75,81.86666667
17.25,19.25,20.75,25,17.75,18.5,17,18.5,20.75,22.75,82.03333333
17.25,19.25,20.75,25,17.75,18.5,17,18.5,21.25,22.75,82.2
17.25,19.25,20.75,25,17.75,18,17,18.5,21.25,22.75,82.36666667
17.25,19.25,20.75,25,17.75,18.5,17,18.5,21,22.75,82.53333333
17.25,19.25,20.75,25,17.75,18.75,17,18.5,20.75,22.75,82.7
17.25,19.25,20.75,25,17.75,18.25,16.75,18.5,20.75,22.75,82.86666667
17.25,19.25,20.75,25,17.75,18.5,16.75,18.5,21.25,22.75,83.03333333
17.25,19.25,20.75,25,17.75,18.5,16.75,18.5,21.25,22.75,83.2
17.25,19.25,20.75,25,17.75,18.5,16.75,18.25,21,22.75,83.36666667
17.25,19.25,20.75,25,17.75,18.5,17,18.5,20.75,22.75,83.53333333
17.25,19.25,20.75,25,17.75,18.5,17,18.25,21,22.25,83.7
17.25,19.25,20.75,25,17.75,18.5,17,18.5,21.25,22.75,83.86666667
17.25,19.25,20.75,25,17.75,18,17,18.25,21.25,22.75,84.03333333
17.25,19.25,20.75,25,17.75,18.5,16.75,18.5,20.75,22.5,84.2
17.25,19.25,20.75,25,17.75,18,16.75,18,20.5,22.75,84.36666667
17.25,19.25,20.75,25,17.75,18.5,16.75,18.5,21,22.75,84.53333333
17.25,19.25,20.75,25,17.75,18,17,18.5,21.25,22.75,84.7
17.25,19.25,20.75,25,17.75,18.5,17,18.5,21,22.75,84.86666667
17.25,19.25,20.75,25,17.75,18,17,18,20.5,22.75,85.03333333
17.25,19.25,20.75,24.25,17.75,18.5,17,18.5,20.75,22.75,85.2
17.25,18.25,20.75,24.75,15.75,18,16.75,18,21.25,22.75,85.36666667
17.25,17.25,20.75,24.75,16.75,18,16.75,18,21.25,22.75,85.53333333
17,16.25,20.75,24.75,16.75,18,17,18.5,21,22.75,85.7
17,16.25,20.75,24.75,17.25,17.5,17,18,20.5,22.5,85.86666667
16.75,16.25,20.75,25,17.5,18,17,18.25,20.75,22.75,86.03333333
16.75,16.25,20.75,25,17.5,17.5,17,18,21.25,22.75,86.2
16.75,16.25,20.75,25,17.25,18,16.75,18,21,22.25,86.36666667
16.75,16.25,20.75,25,17.25,18,16.75,17.75,20.75,22.75,86.53333333
16.75,16.25,20.75,24.75,17.25,17.5,17,18,20.75,22.75,86.7
16.75,16.25,20.75,24.75,17.25,18,17,18,21,22.5,86.86666667
16.75,16.25,20.75,24.75,17.5,17,17,17.5,20.75,22.25,87.03333333
16.5,16.25,20.75,25,17.25,17.5,17,18,20.75,22.75,87.2
16.5,16.25,20.75,25,17.5,17,16.75,18,21.25,22.75,87.36666667
16.5,16.25,20.75,25,17.25,17.5,17,17.75,21.25,22.75,87.53333333
16.5,16.25,20.75,24.75,17.25,17,17,18,21,22.75,87.7
16.25,16.25,20.5,24.75,17.25,17.5,17,17.5,21,22.75,87.86666667
16.25,16.25,20.5,24.75,17.5,17,16.75,17.5,21,22.5,88.03333333
16.25,16.25,20.25,24.75,17.25,17.5,16.75,18,21.25,22.75,88.2
16.25,16.25,20.25,24.75,17.5,16.5,16.75,17.5,21.25,22.75,88.36666667
16.25,16.25,20.25,25,17.25,17,17,17.5,21.25,22.75,88.53333333
16.25,16.25,20.25,25,17.5,17.5,17,17.5,21,22.75,88.7
16,16.25,20.25,25,17.25,17,17,17.5,20.5,22.75,88.86666667
15.75,15.25,20.25,23,16,17,17,17.5,21.25,22.75,89.03333333
16,15.5,20.25,22.5,14.75,16.5,16.75,17.5,21.25,22.75,89.2
16,15.75,20.25,22.5,15.25,17,17,17.5,21.25,22.75,89.36666667
15.75,15.75,20.25,22.5,15.25,17,17,17,21,22.75,89.53333333
15.75,15.75,20.25,22.5,15.25,16.75,17,17,21.25,22.75,89.7
15.75,15.75,20.25,22.5,15.75,17,17,17.5,21.75,22.75,89.86666667
15.75,15.75,20.25,22.5,15.75,16.75,16.75,17,21.25,22.75,90.03333333
15.75,15.75,20.25,22.5,15.75,17,16.75,17,20.75,22.75,90.2
15.75,15.75,20.25,22.5,15.75,17,17,17.5,21,22.75,90.36666667
15.75,15.75,20.25,22.5,15.75,16.5,17,17,21.25,22.5,90.53333333
15.75,15.75,20.25,22.5,15.75,17,17,16.75,21.25,22.25,90.7
15.75,15.75,20.25,22.5,15.75,16.5,16.75,17,21,22.75,90.86666667
15.75,15.75,20.25,22.5,15.75,16.75,16.75,17,21,22.75,91.03333333
15.75,15.75,20.25,22.5,15.75,16.75,17,16.5,21.25,22.25,91.2
15.75,15.75,20.25,22.5,15.75,17,17,17,21.25,22.25,91.36666667
15.75,15.75,20.25,22.5,15.75,16.5,17,17,21,22.75,91.53333333
15.75,15.75,20.25,22.5,15.75,17,16.75,16.5,21.25,22.75,91.7
15.5,15.75,20.25,22.5,15.75,16.5,16.75,16.5,21.25,22.75,91.86666667
15.75,15.75,20.25,22.5,15.75,16.5,17,16.75,21.25,22.75,92.03333333
15.5,15.25,20.25,22.5,15.75,16.5,17,17,21.25,22.75,92.2
15.5,17,20.25,22.25,15.75,16.5,17,16.75,21.25,22.5,92.36666667
15.75,17.25,20.25,24.25,16,17,16.75,16.5,21.25,22.75,92.53333333
15.75,17.25,20.25,25,19,17,16.75,17,21.25,22.75,92.7
15.75,17.25,20.25,25,18.75,17,17,17,21.25,22.5,92.86666667
15.25,17.25,20.25,25,18.25,17,17,17,21.25,22.75,93.03333333
15.25,16.25,20.25,24.25,17.25,17.5,16.75,16.5,21.25,22.5,93.2
15.5,17.5,20.25,24.75,18.25,17.5,16.75,17,21,22.75,93.36666667
15.75,19,20.25,24.75,19,17.5,17,17.5,21.25,22.75,93.53333333
15.75,19.25,20.25,24.75,18.75,17.5,17,17,21.75,22.75,93.7
15.75,19.25,20.25,24.75,18.75,18,17,17.25,21.5,22.75,93.86666667
15.75,19.25,20.25,24.75,18.75,18,16.75,17,21.25,22.75,94.03333333
16,19.25,20.25,24.75,18.75,18.5,16.75,17,21,22.75,94.2
15.75,19.25,20.25,24.75,18.75,18.5,17,17,21.25,22.75,94.36666667
15.75,19.25,20.25,24.75,18.75,18.5,17,17.5,21.75,22.75,94.53333333
16.25,19.25,20.25,24.75,18.75,18.5,16.75,17.5,21.5,22.75,94.7
15.75,19.25,20.25,24.75,18.75,18.5,16.75,17.5,21.5,22.75,94.86666667
16,19.25,20.25,24.75,18.75,19,17,17.5,21.5,22.25,95.03333333
16.25,19.25,20.25,24.75,18.75,19,17,17.5,21.5,22.5,95.2
16.25,19.25,20.25,24.75,18.75,19,17,18,21.25,22.75,95.36666667
16.25,19.25,20.25,24.75,18.75,19,16.75,17.5,21.5,22.5,95.53333333
16.25,19.25,20.25,24.75,18.75,19.5,17,18,21.5,22.75,95.7
16.25,19.25,20.25,24.75,18.75,19.25,17,17.5,21.5,22.75,95.86666667
16.25,19.25,20.25,24.75,18.75,20,17,18,21.25,22.75,96.03333333
16.5,19.25,20.25,24.75,18.75,19.5,16.75,17.5,21.5,22.75,96.2
16.75,19.25,20.25,24.75,18.75,20,16.75,18,21.75,22.75,96.36666667
16.75,19.25,20.25,24.75,18.75,20,17,17.75,21.5,22.75,96.53333333
16.5,19.25,20.5,24.75,18.75,20,17,18,21.25,22.75,96.7
16.75,19.25,20.5,24.75,18.75,20.5,17,18,21.5,22.75,96.86666667
16.25,19.25,20.5,24.75,18.75,20,16.75,18,21.75,22.75,97.03333333
16.75,19.25,20.75,24.75,18.75,20,17,18,21.75,22.75,97.2
17,19,20.75,24.75,18.25,20.5,17,18,21.5,22.75,97.36666667
16.75,19.5,20.75,25.5,20,20,17,18.5,21.5,22.75,97.53333333
17,20,20.75,27,23.5,20.5,16.75,18,21.75,22.75,97.7
16.75,20,20.75,28,22.25,20.5,17,18.5,21.75,22.75,97.86666667
16.75,20,20.75,28,20.75,20.5,17,18.5,21.75,22.75,98.03333333
16.75,20,20.75,28,20.75,21,17,18.5,21.75,22.75,98.2
17.25,20,20.75,28,21,20.5,16.75,18.75,21.75,22.75,98.36666667
17,20,20.75,28,21,20.5,17,18.5,21.75,22.75,98.53333333
17,20,20.75,28,21,21,17,19,21.75,22.75,98.7
16.75,20,20.75,28,21.25,20.5,17,18.5,21.75,22.75,98.86666667
17.25,20,20.75,28,21,21,16.75,19,21.75,22.75,99.03333333
16.75,20,20.75,28,21,21,16.75,19,21.75,22.75,99.2
17.25,20,20.75,28,21,21,17,19,21.5,22.75,99.36666667
17.25,20,20.75,28,21.25,21.5,17,19.5,21.75,22.75,99.53333333
17.25,20,20.75,28,21.25,21,17,19,21.75,22.75,99.7
17.25,20,20.75,28,21.25,21.5,16.75,19.5,21.75,22.75,99.86666667
16.75,20,20.75,28,21.25,21,17,19.5,21.75,22.75,100.0333333
17.5,20,20.75,28,21.25,21.5,17,19.25,21.75,22.75,100.2
17.25,20,21,28,21.25,21.5,17,19.5,21.75,22.75,100.3666667
17.25,20,21.25,28,21.25,21,17,19,21.75,22.75,100.5333333
17.25,20,21.25,28,21.25,21.5,16.75,19.5,21.75,22.75,100.7
17,20,21.25,28,21.25,21,17,19,21.75,22.75,100.8666667
17.25,20,21.25,28,21.25,21.5,17,19.5,21.75,22.75,101.0333333
17.25,20,21.25,28,21.25,21.5,17,19.5,21.75,22.75,101.2
17.5,20,21.25,28,21.25,21,16.75,19,21.75,22.75,101.3666667
17.25,20,21.25,28,21.25,21.5,17,19.5,21.75,22.5,101.5333333
17.25,20,21.25,28,21.25,21,17,19,21.75,22.75,101.7
17.5,20,21.25,28,21.25,21.5,17,19.5,21.75,22.75,101.8666667
17,20,21.25,28,21.25,21.5,16.75,19.5,21.75,22.75,102.0333333
17.25,20,21.25,28,21.25,21.5,17,19,21.75,22.25,102.2
17.25,20,21.25,28,21.25,21.5,17,19.5,21.75,22.75,102.3666667
17.25,20,21.25,28,21.25,21,17,19,21.75,22.75,102.5333333
17.25,20,21.25,28,21.25,21.5,16.75,19.5,21.75,22.75,102.7
17.25,20,21.25,28,21.25,21.5,17,19.5,21.75,22.75,102.8666667
17.25,20,21.25,28,21.25,21.5,17,19.25,21.75,22.75,103.0333333
17.25,20,21.25,28,21.25,21.5,17,19.5,21.75,22.75,103.2
17.5,20,21.25,28,21.25,21,17,19,21.75,22.75,103.3666667
17.25,20,21.25,28,21.25,21.5,17,19.5,21.75,22.25,103.5333333
17.5,20,21.25,28,21.25,21,17,19,21.75,22.75,103.7
17.25,20,21.25,28,21.25,21.5,17,19.5,21.75,22.75,103.8666667
17.25,20,21.25,28,21.25,21.25,16.75,19.5,22,22.75,104.0333333
17.25,20,21.25,28,21.25,21.5,17,18,21.75,22.75,104.2
17.25,20,21.25,28,21.5,18.75,17,18.5,21.75,22.75,104.3666667
17.25,20,21.25,28,21.5,19,17,18.5,22,22.75,104.5333333
17.25,20,21.25,28,21.5,18.5,17,18.5,21.75,22.75,104.7
17.25,20,21.25,28,21.5,18.5,17,18.5,21.75,22.75,104.8666667
17.25,20,21.25,28,21.5,18.5,17,18.5,21.75,22.75,105.0333333
17.25,18.75,21.25,26.25,19.25,18.5,17,18.5,22.25,22.75,105.2
17.25,19.25,21.25,25.25,18.25,18.5,16.75,18,22,22.75,105.3666667
17.25,19.25,21.25,25,17.75,18.5,17,18.5,22.25,22.75,105.5333333
17.25,19.25,21,25,17.75,18.5,17,18.5,22,22.75,105.7
17.25,19.25,21,25,18,18.5,17,18.5,22,22.75,105.8666667
17.25,19.25,21,25,18,18.5,16.75,18.5,21.75,22.75,106.0333333
17.25,19.25,21.25,25,18,18.5,17,18.5,21.75,22.75,106.2
17.25,19.25,20.75,25,18,18.5,17,18.5,22.5,22.75,106.3666667
17.25,19.25,20.75,25,18,18.5,17,18,20.5,22.75,106.5333333
17.25,19.25,20.75,25,18.25,18.5,16.75,18.5,18.75,22.75,106.7
17,19.25,20.75,25,18.25,18.5,17,18,17.25,22.75,106.8666667
17.25,19.25,20.75,25,18.25,18.5,17,18.5,18,22.75,107.0333333
17.25,19.25,20.75,25,18.25,18.5,17,18.25,19.75,22.75,107.2
16.75,19.25,20.75,25,18.25,18.5,17,18.5,21,22.75,107.3666667
17.25,19.25,20.75,25,18.25,18.5,17,18.5,21,22.75,107.5333333
17.5,19.25,20.75,25,18.25,18.5,17,18.5,21.25,22.75,107.7
17.25,19.25,20.75,25,18.25,18.75,17,18.5,21.75,22.75,107.8666667
17.25,19.25,20.75,25,18.25,18.5,17,18,21.5,22.75,108.0333333
17.25,19.25,20.75,25,18.25,18.75,17,18.5,20.25,22.75,108.2
17,19.25,20.75,25,18.25,18,16.75,18,19,22.75,108.3666667
17,19.25,20.75,25,18.25,18.5,17,18.5,20.5,22.75,108.5333333
17.25,19.25,20.75,25,18.25,18.5,17,18.5,21,22.75,108.7
17.25,19.25,20.75,25,18.25,18,17,18.5,20.25,22.75,108.8666667
17,19.25,20.75,25,18.25,18,17,18,20.5,22.75,109.0333333
17.25,19.25,20.75,24.25,18.25,18.25,17,18.5,20.5,22.75,109.2
17,18.5,20.75,24.75,16.75,18,17,18,20.5,22.75,109.3666667
17,17.5,20.75,25,17.25,18,17,18.25,20.5,22.75,109.5333333
16.75,16.5,20.75,24.75,17.75,18,17,18,20.5,22.75,109.7
16.5,16.25,20.75,25,17.75,18,17,18,20.5,22.75,109.8666667
16.75,16.25,20.75,24.75,18,17.5,17,18,20.5,22.75,110.0333333
16.75,16.25,20.75,24.75,18.5,18,17,18,20.5,22.75,110.2
17,16.25,21.5,24.75,18.5,18,17,18,20.5,22.75,110.3666667
16.75,16.25,20.75,24.75,18.5,18,16.75,17.5,20.5,22.75,110.5333333
16.5,16.25,20.75,24.75,18.5,17.5,17,18,20.5,22.75,110.7
16.75,16.25,20.75,24.75,18.5,17.75,17,17.5,20.5,22.75,110.8666667
16.75,16.25,20.75,25,18.5,17.25,17,18,20.5,22.75,111.0333333
16.5,16.25,20.75,25,18.5,17.5,17,17.5,20.5,22.75,111.2
16.5,16.25,20.75,25,18.5,17.5,17,17.5,20.25,22.75,111.3666667
16.5,16.25,20.75,25,18.5,17.5,17,17.5,20.5,22.75,111.5333333
16.25,16.25,20.75,25,18.75,17,17,17.5,20.5,22.75,111.7
16.25,16.25,20.75,25,18.75,17.5,17,17.5,20.5,22.75,111.8666667
16.25,16.25,20.5,24.75,18.5,17.5,17,17.25,20.5,22.75,112.0333333
16.25,16.25,20.5,25,18.5,17,16.75,17.5,20.75,22.75,112.2
16,16.25,20.5,25,18.75,17,17,17.5,20.5,22.75,112.3666667
16,16.25,20.5,24.75,18.75,17.25,17,17.5,20.5,22.75,112.5333333
15.75,16.25,20.25,24.75,18.75,17,16.75,17.5,20.5,22.75,112.7
16,16.25,20.25,24.75,18.75,17,17,17.5,20.75,22.75,112.8666667
16,16.25,20.25,23.75,18.5,16.75,17,17.5,20.5,22.75,113.0333333
15.75,15.5,20.25,22.75,16.25,17,16.75,17,20.5,22.75,113.2
15.75,15.75,20.25,22.75,15.75,17,16.75,17,20.5,22.75,113.3666667
16,15.75,20.25,22.5,16.25,17,17,17.5,20.75,22.75,113.5333333
16,15.75,20.25,22.5,16.25,17,16.75,17,20.75,22.75,113.7
15.75,15.75,20.25,22.5,16.25,17,17,17,20.5,22.75,113.8666667
15.75,15.75,20.25,22.5,16.25,17,16.75,17,20.75,22.75,114.0333333
15.75,15.75,20.25,22.5,16.25,17,17,17.25,20.75,22.75,114.2
15.75,15.75,20.25,22.5,16.25,16.75,17,17,20.75,22.75,114.3666667
15.75,15.75,20.25,22.5,16.25,17,17,16.5,20.75,22.75,114.5333333
15.75,15.75,20.25,22.5,16.25,16.5,17,17,20.75,22.75,114.7
15.75,15.75,20.25,22.5,16.25,16.75,17,17,20.75,22.75,114.8666667
15.5,15.75,20.25,22.5,16.25,17,17,17,20.75,22.75,115.0333333
15.5,15.75,20.25,22.5,16.25,16.5,17,17,20.75,22.75,115.2
15.5,15.75,20.25,22.5,16.25,17,17,16.5,20.75,22.75,115.3666667
15.75,15.75,20.25,22.5,16.25,16.5,17,16.5,21,22.75,115.5333333
15.75,15.75,20.25,22.5,16.25,17,17,16.5,20.75,22.75,115.7
15.25,15.75,20.25,22.5,16.25,17,16.75,17,20.75,22.75,115.8666667
15.25,15.75,20.25,22.5,16.25,16.5,17,17,20.75,22.75,116.0333333
15.5,15.25,20.25,22.5,16.25,16.75,17,17,21,22.75,116.2
15.5,16.75,20.25,22.25,16.25,17,17,16.5,20.75,22.75,116.3666667
15.75,17.25,20.25,24.25,16.75,16.5,17,17,20.75,22.75,116.5333333
15.5,17.25,20.25,25,20.75,17,17,17,20.75,22.75,116.7
15.5,17.25,20.25,25,20,17.5,17,16.75,20.75,22.75,116.8666667
15.75,17.25,20.25,24.5,18.75,17.25,17,17,21,22.75,117.0333333
15.5,17.5,20.25,24.5,17.75,17.5,17,17,20.5,22.75,117.2
15.5,19.25,20.25,24.75,19.5,18,16.75,16.75,20.75,22.75,117.3666667
15.5,19.25,20.25,24.5,19.5,17.5,17,17,20.75,22.75,117.5333333
15.75,19.25,20.25,24.75,19.25,18,17,17.5,20.75,22.75,117.7
15.75,19.25,20.25,24.75,19.25,18.5,17,17,20.75,22.75,117.8666667
15.75,19.25,20.25,24.5,19.25,18,17,17,20.75,22.75,118.0333333
15.75,19.25,20.25,24.75,19.25,18.5,17,17.5,20.75,22.75,118.2
15.75,19.25,20.25,24.75,19.25,18.5,16.75,17.25,20.75,22.75,118.3666667
15.75,19.25,20.25,24.75,19.25,18.5,17,17.5,20.75,22.75,118.5333333
15.75,19.25,20.25,24.75,19.25,19,17,17.5,20.75,22.75,118.7
15.75,19.25,20.25,24.75,19.25,18.75,16.75,17.5,20.75,22.75,118.8666667
16,19.25,20.25,24.75,19.25,19,17,17.5,20.75,22.75,119.0333333
16,19.25,20.25,24.5,19.25,19,17,17.75,20.75,22.75,119.2
16.25,19.25,20.25,24.75,19.25,19.5,16.75,17.5,20.75,22.75,119.3666667
16.25,19.25,20.25,24.5,19.25,19,16.75,18,20.75,22.75,119.5333333
16.25,19.25,20.25,24.5,19.25,20,17,17.5,20.75,22.75,119.7
16.25,19.25,20.25,24.5,19.25,19.5,17,18,20.75,22.75,119.8666667
16.5,19.25,20.25,24.5,19.25,19.5,16.75,17.75,20.75,22.75,120.0333333
16.5,19.25,20.25,24.5,19.25,20,17,18,20.75,22.75,120.2
16.5,19.25,20.25,24.75,19.5,19.5,17,18,20.75,22.75,120.3666667
16.25,19.25,20.25,24.75,19.5,20.25,17,18.5,20.75,22.75,120.5333333
16.75,19.25,20.25,24.5,19.25,20,17,18,20.75,22.75,120.7
16.75,19.25,20.5,24.75,19.25,20,17,18.5,20.75,22.75,120.8666667
16.5,19.25,20.75,24.75,19.25,20.5,17,18,20.75,22.75,121.0333333
16.75,19.25,20.75,24.5,19.25,20,16.75,18.25,20.75,22.75,121.2
16.75,18.75,20.75,24.5,18.75,20.5,17,18.5,20.75,22.75,121.3666667
16.5,19.5,20.75,25.5,20.5,20.25,17,18.5,20.75,22.75,121.5333333
16.75,20,20.75,27.5,25.75,20.5,17,18.25,20.75,22.75,121.7
16.75,20,20.75,28,24,20.75,17,18.75,20.75,22.75,121.8666667
16.75,20,20.75,28,21.25,20.5,17,18.5,20.75,22.75,122.0333333
16.75,20,20.75,28,21.25,21,16.75,18.5,20.75,22.5,122.2
16.75,20,20.75,28,21.25,20.75,17,19,20.75,22.75,122.3666667
16.75,20,20.75,28,21.25,20.75,17,18.5,20.75,22.75,122.5333333
17,20,20.75,28,21.25,21,16.75,19,20.75,22.75,122.7
17,20,20.75,28,21.25,20.5,17,19,20.75,22.75,122.8666667
16.75,20,20.75,28,21.25,21,17,19,20.75,22.75,123.0333333
16.75,20,20.75,28,21.25,21.25,17,19.5,20.75,22.75,123.2
17,20,20.75,28,21.25,21,17,19,20.75,22.75,123.3666667
17,20,20.75,28,21.25,21.5,17,19,20.75,22.75,123.5333333
17,20,20.75,28,21.25,21.25,17,19.5,20.75,22.75,123.7
17.25,20,20.75,28,21.25,21.25,16.75,19,20.75,22.75,123.8666667
17,20,20.75,28,21.25,21.5,17,19.5,20.75,22.75,124.0333333
17.25,20,20.75,28,21.25,21.25,17,19.5,20.75,22.75,124.2
17,20,21.25,28,21.5,21.5,16.75,19,20.75,22.75,124.3666667
17.25,20,21.25,28,21.25,21,17,19.5,20.75,22.75,124.5333333
17.5,20,21.25,28,21.25,21.5,17,19.25,20.75,22.75,124.7
17.25,20,21.25,28,21.25,21,17,19.5,20.75,22.75,124.8666667
17.25,20,21.25,28,21.25,21.5,17,19.5,20.75,22.75,125.0333333
17.5,20,21.25,28,21.5,21.5,17,19,20.75,22.75,125.2
17.25,20,21.25,28,21.5,21,17,19.5,20.75,22.75,125.3666667
17.25,20,21.25,28,21.5,21.5,16.75,19.25,20.75,22.75,125.5333333
17.25,20,21.25,28,21.5,21.5,17,19.5,20.75,22.75,125.7
17.25,20,21.25,28,21.5,21,17,19.5,21,22.75,125.8666667
17,20,21.25,28,21.5,21.5,16.75,19,20.75,22.75,126.0333333
17,20,21.25,28,21.5,21.5,17,19.5,20.75,22.75,126.2
17.25,20,21.25,28,21.5,21,17,19.25,20.75,22.75,126.3666667
17.25,20,21.25,28,21.5,21.5,17,19.25,20.75,22.75,126.5333333
17.5,20,21.25,28,21.5,21.5,17,19.5,20.75,22.75,126.7
17.25,20,21.25,28,21.5,21,17,19,20.75,22.75,126.8666667
17.25,20,21.25,28,21.5,21.5,16.75,19.5,20.75,22.75,127.0333333
17.5,20,21.25,28,21.5,21.25,17,19.5,20.75,22.75,127.2
17.5,20,21.25,28,21.5,21.25,17,19,20.75,22.75,127.3666667
17.25,20,21.25,28,21.5,21.5,17,19.5,20.75,22.75,127.5333333
17.25,20,21.25,28,21.5,21,17,19,20.75,22.75,127.7
17.25,20,21.25,28,21.5,21.5,17,18.5,20.75,22.75,127.8666667
17,20,21.25,28,21.5,21,17,18.5,20.75,22.75,128.0333333
17.25,20,21.25,28,21.5,18.5,17,18.25,20.75,22.75,128.2
17.25,20,21.25,28,21.5,18.5,17,18.5,20.75,22.75,128.3666667
17.25,20,21.25,28,21.5,19,16.75,18.25,21,22.75,128.5333333
17.25,20,21.25,28,21.75,18.5,17,18.5,21,22.75,128.7
